"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:37:50 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"

Data,"Average biomass across modeled area"
"Modeled area km2",188688.717455821
"Number of cells",550

TimeStep,"offshore dolphins","coastal dolphins",seabirds,"pelagic sharks","large demersal sharks","small sharks and rays","pelagic piscivores","king mackerel juv","king mackerel adult","Spanish mackerel juv","Spanish mackerel adult",cobia,"greater amberjack","red snapper 0","red snapper 1-2","red snapper 3+","vermilion snapper","grey snapper","other snapper","gag 0","gag 1","gag 2","gag 3","gag 4","gag 5+","red grouper 0","red grouper 1","red grouper 2","red grouper 3","red grouper 4","red grouper 5+","black grouper","yellowedge grouper",scamp,"goliath grouper","other SWG","other DWG","blueline tilefish","golden tilefish","lionfish juv","lionfish adult","gray triggerfish","red porgy",hogfish,"black sea bass","reef carnivores","reef crustacean eaters","reef invertivores","medium reef omnivores","small reef omnivores","reef planktivores","coastal piscivores","offshore demersal carnivores","nearshore demersal carnivores","demersal omnivores","sardine herring scad","nearshore small pelagics","offshore small pelagics",mullet,squid,shrimp,"large crabs",stomatopods,echinoderms,gastropods,bivalves,"sessile epibenthos","mobile epifauna","small infauna",meiobenthos,"carnivorous zooplankton","herbivorous zooplankton","omnivorous zooplankton",ichthyoplankton,jellyfish,microbes,anthozoans,macroalgae,microphytobenthos,phytoplankton,seagrass,"water column detritus","sediment detritus"
327,0.01054976,0.009814422,0.001949096,0.0574666,0.08725739,0.1241216,0.0127379,0.0006188634,0.6521735,0.002719332,0.2586426,0.01529788,0.09161723,0.001523427,0.01173119,0.01605261,0.09158365,0.01540025,0.1211006,0.0008349266,0.006314466,0.00757206,0.005944971,0.004702956,0.01252169,0.0009442396,0.005896019,0.01712852,0.02394979,0.06412601,0.07382254,0.02072028,0.01895047,0.01261629,0.003146072,0.01170422,0.01680382,0.007491729,0.05917141,0.0001612912,0.02546421,0.07256136,0.03273083,0.008756759,0.03101357,1.137264,1.598937,2.162063,0.7582736,1.580986,1.22954,0.5309758,0.1109153,4.750841,24.51599,1.830855,0.1770262,0.8685113,4.678103,0.2599064,1.724169,2.217847,4.240458,1.103368,5.007201,24.50648,25.58028,23.49743,5.808531,25.89069,5.564857,9.861828,9.343975,0.5202331,4.93596,12.03524,0.2883396,13.99099,22.65935,12.58352,58.20533,122.202,351.3407
328,0.01059371,0.009881116,0.001955106,0.05776379,0.08734266,0.1248508,0.01283588,0.0006197445,0.6162218,0.002732788,0.2610967,0.01526825,0.09176392,0.001420583,0.0116735,0.01634558,0.09202708,0.01567839,0.1225412,0.0008172487,0.006315792,0.007417221,0.005924324,0.004628525,0.01258285,0.0009192117,0.005916297,0.01726617,0.02464608,0.06465773,0.07418019,0.02072,0.01903259,0.01266102,0.003116689,0.01177601,0.01682752,0.007491475,0.05947255,0.0002119495,0.02522153,0.07284269,0.03270391,0.008754328,0.03121862,1.146016,1.600103,2.170287,0.7642714,1.604078,1.22923,0.5389436,0.1106222,4.752344,24.53752,1.888805,0.1739274,0.8757048,4.618552,0.2603992,1.695359,2.200856,4.255369,1.105041,4.894973,24.29368,25.34088,23.25429,5.726768,23.74561,5.687251,9.86806,9.89158,0.5117821,4.181467,10.96024,0.2864493,14.09575,23.00046,12.888,65.34164,120.5926,349.6322
329,0.01063631,0.009946764,0.001960219,0.05796572,0.08742183,0.1256488,0.0129139,0.0006201962,0.5833799,0.002751397,0.2633382,0.01524592,0.09253086,0.001338456,0.01157378,0.01666657,0.0924335,0.01558504,0.1221315,0.0008153726,0.006252879,0.007329379,0.005840421,0.004637551,0.0126278,0.0008669779,0.005930575,0.01718239,0.02514956,0.06581524,0.07400243,0.02071739,0.01910865,0.01271603,0.003085038,0.01184595,0.01684901,0.007498151,0.05976346,0.0003325857,0.02991517,0.07320398,0.0326554,0.008833663,0.03142115,1.15089,1.599647,2.178787,0.7655466,1.608107,1.228524,0.5463946,0.1101913,4.755757,24.76455,1.951239,0.1707982,0.8715526,4.550026,0.2588625,1.672076,2.153126,4.252806,1.080188,4.79575,24.12019,25.07969,22.79428,5.493973,22.017,5.57038,9.696076,9.752924,0.5095463,4.03112,10.00465,0.2849369,14.02695,22.09506,12.27216,71.82635,119.2887,351.0126
330,0.01067559,0.01001078,0.001964401,0.05809399,0.08749145,0.1264111,0.01295855,0.0006352696,0.559336,0.002775235,0.2658489,0.01522537,0.0939029,0.001285654,0.01145706,0.01697956,0.09276837,0.0151853,0.1205628,0.0008053841,0.006247308,0.007287838,0.005731998,0.0046179,0.01267752,0.0008198789,0.005902814,0.01692785,0.02549053,0.06622209,0.07469299,0.02071197,0.01917849,0.01277975,0.003048664,0.01191037,0.01686828,0.007513635,0.06004236,0.000481648,0.03864892,0.07359584,0.03259216,0.00892357,0.03159798,1.150941,1.596382,2.185357,0.7613971,1.582479,1.22609,0.5531893,0.1095848,4.758092,25.15984,2.006756,0.1676565,0.8549801,4.455977,0.2551294,1.655582,2.088649,4.231862,1.036012,4.717696,23.83163,24.74737,22.01629,5.188188,20.8909,5.346856,9.084076,8.550221,0.4974451,5.267115,10.06998,0.2831364,14.41711,23.91471,13.62669,81.53963,116.2662,350.1552
331,0.01071191,0.01007263,0.001967629,0.0581609,0.08754854,0.1271049,0.01297217,0.0006578569,0.5475047,0.002807487,0.2685073,0.01520306,0.09544136,0.001230154,0.01133551,0.01730136,0.09298702,0.0145968,0.1185971,0.0008134193,0.006260286,0.007224643,0.005698571,0.004567896,0.01272381,0.0008037103,0.005798528,0.01654921,0.02570194,0.06653313,0.07528963,0.02070255,0.01924206,0.01284573,0.003009831,0.01196574,0.0168851,0.007536086,0.0603067,0.0005631506,0.04617501,0.07395801,0.03251673,0.009020599,0.03173154,1.146429,1.589561,2.189091,0.7535626,1.537295,1.222851,0.5592654,0.1087057,4.756964,25.69563,2.035698,0.1643345,0.8277398,4.375189,0.2485915,1.647156,2.019417,4.19526,0.976939,4.687131,23.82337,24.44331,21.10981,4.942892,20.42817,5.22039,9.071371,8.072143,0.4803204,5.894074,10.65587,0.2828107,15.16798,25.35948,14.33675,92.45827,116.8912,352.7402
332,0.01074612,0.01013233,0.001970007,0.05820727,0.08758827,0.1277266,0.01296602,0.0006812095,0.5501528,0.002848231,0.2711308,0.01517828,0.0967757,0.001192026,0.01122192,0.01760633,0.0931107,0.01395478,0.1165465,0.0008254182,0.006270473,0.00725905,0.005579756,0.004540785,0.01278437,0.000806919,0.005649091,0.01631355,0.02575586,0.06689469,0.07576113,0.02068906,0.01929849,0.01290656,0.002969842,0.01201019,0.01689905,0.007562227,0.06055462,0.0006232355,0.05010017,0.07428947,0.03247747,0.009130735,0.03181555,1.138072,1.579119,2.189961,0.7441958,1.48469,1.219362,0.5646583,0.1075491,4.752611,26.19414,2.043446,0.1607086,0.8021629,4.310147,0.2413889,1.653906,1.961221,4.149043,0.9260381,4.72147,24.04254,24.24986,20.52305,4.897719,20.64395,5.18406,9.406246,8.036132,0.476168,5.407398,11.64833,0.2841228,16.07265,27.37639,15.41733,100.2459,120.6839,355.9146
333,0.01077963,0.01019009,0.001971546,0.05828278,0.08760463,0.1282219,0.01295164,0.0006940613,0.563583,0.002902545,0.2739316,0.01515214,0.0983791,0.001163915,0.01109268,0.01792779,0.09322914,0.01339031,0.1141878,0.0008473934,0.006324347,0.007218808,0.0055517,0.004523593,0.01281166,0.0008482151,0.005503691,0.0160763,0.02597583,0.06659558,0.07647602,0.02067196,0.01934709,0.01296859,0.00293098,0.01204419,0.01690983,0.007581152,0.06078541,0.0007522821,0.05353015,0.07461505,0.03237868,0.009202564,0.03186158,1.127838,1.566367,2.189051,0.7352019,1.430136,1.216286,0.5695072,0.1062223,4.744581,26.61713,2.03816,0.1569553,0.7761051,4.270147,0.2348729,1.681513,1.920052,4.103076,0.8933451,4.834058,24.64352,24.24399,20.36391,5.042265,21.60624,5.202451,10.05963,8.29091,0.4909582,5.018161,12.78547,0.2872039,17.19309,26.80928,14.68682,106.7907,127.5775,360.9057
334,0.01078968,0.01022219,0.001972516,0.05800044,0.08755364,0.1279371,0.01287809,0.0006662978,0.5646339,0.002848921,0.2743424,0.01494423,0.09868654,0.001034356,0.0109343,0.01815612,0.09319374,0.01285561,0.1103047,0.0008475944,0.006136109,0.006883909,0.005240204,0.004229739,0.01282512,0.0008610297,0.005126956,0.01511293,0.0251221,0.06402545,0.07543279,0.0206436,0.01938723,0.01295835,0.002776046,0.01178526,0.01691465,0.007592387,0.06093117,0.0008401298,0.05382726,0.07410263,0.03223618,0.008990023,0.03147843,1.1105,1.539927,2.157597,0.716369,1.360222,1.201405,0.5695218,0.1046737,4.691832,26.57665,1.979021,0.1533343,0.7562708,4.212359,0.2289094,1.69292,1.869522,3.995976,0.8661621,4.89064,24.87408,24.03713,20.51069,5.216665,22.78934,5.179814,10.08927,8.373352,0.5003597,4.954352,13.62249,0.2893574,18.32516,28.11084,15.86511,112.5604,132.7824,360.9824
335,0.01063078,0.01020729,0.001973327,0.05619795,0.08745501,0.1254684,0.01256489,0.000496574,0.5131695,0.002589162,0.2684084,0.01426694,0.09841809,0.0005204502,0.01008476,0.0168663,0.09261286,0.0126307,0.1033368,0.0007125145,0.005422894,0.006170517,0.004818797,0.003921754,0.01276999,0.0007431665,0.004612913,0.01394425,0.02380622,0.06140559,0.07323807,0.02060339,0.01941962,0.01285974,0.002614126,0.01161681,0.01691515,0.007590701,0.06101506,0.000668254,0.04768994,0.07219256,0.03197756,0.007761239,0.03019311,1.076841,1.491302,2.03925,0.6858426,1.283392,1.16772,0.5600123,0.1029129,4.515768,25.00416,1.680321,0.1502211,0.7339401,4.153804,0.2149455,1.583761,1.784644,3.886577,0.8687837,4.706213,24.34633,23.46251,19.72909,5.308574,23.19433,5.045625,10.05845,8.389316,0.4978855,4.698362,13.17335,0.286489,18.8737,28.38117,16.27538,114.0709,139.9252,363.3337
336,0.01060758,0.01023599,0.001973539,0.05586402,0.08735948,0.1251011,0.01251093,0.000510234,0.513596,0.002516013,0.2707368,0.01401673,0.09788612,0.0003447194,0.01012255,0.01710498,0.09273965,0.01286997,0.1029037,0.0007036771,0.005447983,0.006103835,0.004777811,0.003860294,0.01275929,0.0008053015,0.004737523,0.01431951,0.02461194,0.06084837,0.07287841,0.02056109,0.01944561,0.01285141,0.002559409,0.01156957,0.01691514,0.007578778,0.06115343,0.0004557376,0.04182024,0.07182028,0.03180837,0.007345342,0.02982675,1.067976,1.46998,2.003144,0.682632,1.271736,1.161367,0.5594141,0.101593,4.462132,24.52513,1.624807,0.1478198,0.7388308,4.092427,0.2131828,1.605945,1.805352,3.868629,0.9119604,4.845812,25.12389,23.67619,21.32634,5.727728,25.22866,5.070569,10.3728,8.734982,0.5300876,5.7991,13.99351,0.2874396,19.11889,26.73203,14.70713,108.4842,141.3891,372.1956
337,0.01061989,0.01027855,0.001973222,0.05605771,0.08727902,0.1251176,0.01255354,0.0005276045,0.5166785,0.002459414,0.2723969,0.01390025,0.09710211,0.0003534284,0.009978176,0.01734644,0.09311781,0.01326977,0.1046179,0.0007162968,0.00544625,0.006009212,0.004796634,0.00378147,0.01274081,0.0008846613,0.004956543,0.01503709,0.02517939,0.06082228,0.07233781,0.02052905,0.01947112,0.01285531,0.002539171,0.01156843,0.01691361,0.007556534,0.06130293,0.0002764484,0.03634684,0.07187439,0.03166481,0.007187776,0.02978511,1.07141,1.461213,1.995975,0.689688,1.292782,1.161782,0.5620922,0.1005163,4.445268,24.27961,1.647241,0.1460631,0.7553437,4.036617,0.2162832,1.626818,1.875774,3.884137,0.9649364,5.014771,25.67336,23.98824,22.90016,5.958735,26.61051,5.092733,10.37492,8.868169,0.5406138,6.787529,15.10538,0.2883182,19.22493,25.59202,14.19241,101.5963,141.2955,370.7033
338,0.01063833,0.01032039,0.001972426,0.05636493,0.08718556,0.1251643,0.01261963,0.0004819331,0.5143501,0.002406385,0.273798,0.01377607,0.096163,0.0003750903,0.009781818,0.01756669,0.09356115,0.01371777,0.107293,0.000725075,0.005427416,0.006006985,0.004728585,0.003778005,0.01270099,0.0009369352,0.005164854,0.01579204,0.02610753,0.06104545,0.07180463,0.02049911,0.01949285,0.01285517,0.002531584,0.01158026,0.01691016,0.007531143,0.06144317,0.0001838342,0.03167408,0.07197052,0.03153242,0.007082269,0.02978741,1.080673,1.457549,1.995448,0.6993104,1.329814,1.162846,0.5652478,0.09965564,4.435683,24.03755,1.68882,0.1447598,0.7758852,4.000742,0.2207957,1.631267,1.968918,3.913193,1.015974,5.114556,25.71423,24.2418,24.16852,6.04903,26.7428,5.186517,10.20705,8.945462,0.5428407,7.168539,15.5763,0.2886152,19.24018,25.19786,14.12256,95.23965,141.4245,364.573
339,0.01066167,0.01036534,0.001971287,0.05682379,0.08707895,0.1252393,0.01271437,0.0004792408,0.5095726,0.002367015,0.2755489,0.01371908,0.0951808,0.000415684,0.009523773,0.01788023,0.09404576,0.01421677,0.1106908,0.0007625682,0.005395129,0.006045003,0.004703158,0.003746741,0.01266591,0.0009573259,0.005385872,0.01664397,0.02670162,0.06221678,0.07089157,0.02047182,0.0195106,0.01285777,0.002534549,0.01160244,0.01690632,0.007500927,0.06158982,0.0001197142,0.02747281,0.07218181,0.03147062,0.007020959,0.02994752,1.093463,1.459596,2.004103,0.7104504,1.370556,1.166256,0.5692034,0.09911138,4.440201,23.86143,1.759387,0.1437752,0.8009866,3.981717,0.2270844,1.638446,2.066393,3.948296,1.06187,5.128047,25.67015,24.51072,25.74132,6.147617,26.06929,5.468997,10.33727,9.34355,0.5593218,6.936072,15.36436,0.2888932,19.11366,27.52497,15.45662,93.06557,140.3399,362.0436
340,0.0106849,0.01041239,0.001969927,0.0572584,0.08696095,0.1256157,0.0128012,0.0005171954,0.4959426,0.002313092,0.2777436,0.01369131,0.09444349,0.0007839065,0.009284041,0.01815899,0.09452926,0.01466606,0.11285,0.002489439,0.005371754,0.006096247,0.004612509,0.003752585,0.01264405,0.0009627931,0.005582183,0.01711647,0.02718644,0.06361814,0.07029518,0.02044729,0.0195256,0.01286554,0.002543668,0.01163352,0.01690231,0.007477523,0.06173537,0.0001189421,0.02469295,0.07249013,0.03150982,0.007027506,0.03018195,1.107914,1.464899,2.019613,0.7195123,1.401744,1.172847,0.5734829,0.0989354,4.454288,23.81762,1.848829,0.1431489,0.8240042,3.983429,0.2335938,1.654617,2.132991,3.983243,1.088471,5.095646,26.09465,24.86516,26.93279,6.088661,25.38707,5.650714,10.91325,9.809901,0.5866428,6.742475,14.33398,0.291864,18.65569,27.86636,15.28939,95.85905,141.9195,368.1901
341,0.0107064,0.01046022,0.001968392,0.05761334,0.08683596,0.1262253,0.01286984,0.000532779,0.4795344,0.002302486,0.2800086,0.01367947,0.09417015,0.0007905561,0.009008746,0.01844927,0.09508596,0.01483499,0.1132242,0.002385467,0.005433983,0.006068406,0.004540854,0.003740505,0.01265741,0.0009384691,0.00568006,0.01732758,0.02776138,0.06495194,0.06991819,0.02042603,0.01953977,0.01288274,0.002554202,0.0116698,0.01689891,0.007461545,0.0618792,0.000187665,0.02456199,0.07291882,0.03161675,0.007105833,0.03045304,1.121725,1.471872,2.038033,0.7251509,1.420363,1.181794,0.5778471,0.09920789,4.475268,23.94265,1.950283,0.1431029,0.8416716,3.975312,0.239986,1.676446,2.168338,4.012746,1.093019,5.050864,26.61862,25.23407,27.37507,5.966861,24.83386,5.579077,11.05583,9.819118,0.5998274,7.080787,12.99208,0.2963128,18.19283,26.47308,14.33602,101.5177,142.0699,378.9954
342,0.01072625,0.0105082,0.00196672,0.05785225,0.08671306,0.1269628,0.01290896,0.0005587342,0.4673515,0.002304878,0.2826454,0.01367697,0.09455159,0.000812716,0.008719414,0.01871984,0.09569465,0.0145427,0.112268,0.002325014,0.00547384,0.006087857,0.004547119,0.003667702,0.01265974,0.0009043955,0.00576032,0.01746723,0.02782123,0.06638893,0.06981926,0.02040838,0.01955543,0.01291274,0.00256348,0.01170888,0.01689706,0.00745953,0.06202234,0.0003758017,0.03215145,0.07344182,0.03175405,0.007252692,0.03073572,1.133454,1.479267,2.05638,0.7245182,1.41818,1.190455,0.5821872,0.09991923,4.499766,24.37025,2.046584,0.1435139,0.8452402,3.933332,0.2440563,1.696406,2.181441,4.032927,1.061605,5.017659,26.89387,25.4638,26.79067,5.764524,24.41615,5.346286,10.38452,9.29315,0.589033,7.870136,11.84475,0.3008828,17.8524,25.76031,14.10121,107.1145,138.585,385.4351
343,0.01074474,0.01055562,0.001964828,0.05805087,0.08660106,0.1277234,0.01293383,0.0005920091,0.4646384,0.002333798,0.2857201,0.01368056,0.09543572,0.0008285235,0.008420964,0.0189829,0.09628289,0.0140975,0.110794,0.002277045,0.005619799,0.0060565,0.004544983,0.003628735,0.01265322,0.000886433,0.005768651,0.01727019,0.02781212,0.06741059,0.07019194,0.02039374,0.01957427,0.01295217,0.002567467,0.01174621,0.01689717,0.00746419,0.06216411,0.0004544747,0.03894433,0.07396719,0.03188332,0.007404895,0.03099845,1.141408,1.485346,2.072791,0.7212775,1.399194,1.197587,0.5862802,0.1008537,4.522967,24.89164,2.116028,0.1437529,0.8392126,3.885868,0.2460151,1.718481,2.18797,4.03904,1.021312,5.003479,26.87285,25.57477,25.82743,5.594415,24.28965,5.162766,9.587646,8.624114,0.5606526,8.658218,12.08443,0.3049232,17.9034,26.36107,14.5278,111.3086,134.7471,384.5197
344,0.01076297,0.01060224,0.001962708,0.05820888,0.08650709,0.1284897,0.01294512,0.0006337425,0.4724941,0.002369704,0.2889948,0.01368808,0.09634003,0.000835001,0.008168394,0.01917237,0.09676717,0.01354832,0.1092634,0.00225141,0.005657994,0.006138127,0.004599095,0.003539913,0.01267574,0.0008878652,0.005732352,0.01677014,0.02802542,0.06857144,0.07024251,0.02038185,0.01959634,0.01299503,0.002568218,0.01177906,0.01689913,0.007475267,0.06230424,0.0005014985,0.04431841,0.07444972,0.03200908,0.007578018,0.03122539,1.145955,1.489305,2.086506,0.7163622,1.372784,1.203414,0.5901233,0.1018663,4.5433,25.49149,2.151002,0.1436747,0.8267331,3.839873,0.2450808,1.747709,2.200298,4.035195,0.9761299,5.026952,26.89398,25.64486,24.68984,5.464586,24.71329,5.110622,9.248547,8.249492,0.5331235,8.531974,13.40934,0.3089795,18.28119,28.60711,15.90307,116.5414,134.5202,379.1808
345,0.0107822,0.0106481,0.001960376,0.05837066,0.08643398,0.129209,0.01294675,0.0006720474,0.4922644,0.002427296,0.2922615,0.01369917,0.09744395,0.0008415436,0.007988598,0.01926733,0.09716406,0.01300468,0.107488,0.002247165,0.005771297,0.00616029,0.004626658,0.003463089,0.01272428,0.000909662,0.005701464,0.0162342,0.02821434,0.06961389,0.07008723,0.02037252,0.01962085,0.01304273,0.002566786,0.0118066,0.01690252,0.007487847,0.06244237,0.0006047129,0.04836894,0.07489356,0.03210748,0.007729676,0.03141579,1.148042,1.49123,2.097346,0.7108629,1.343723,1.20872,0.5937697,0.1028267,4.559326,26.096,2.156065,0.14351,0.807751,3.816293,0.2424276,1.790896,2.226161,4.027456,0.9398208,5.118433,27.19358,25.82418,23.88375,5.480956,26.10923,5.136851,9.548192,8.24178,0.5267941,7.960337,14.67932,0.3146083,18.85976,28.58217,15.49594,122.7622,139.5274,376.0737
346,0.01080356,0.01069354,0.001957954,0.05860202,0.08638136,0.1299235,0.01295915,0.0007030749,0.5225223,0.002446424,0.2958018,0.01371456,0.09873282,0.0008488446,0.007833495,0.01933401,0.09755681,0.01267049,0.105607,0.00225134,0.005867886,0.0062093,0.004663666,0.003460428,0.0127053,0.0009500012,0.005644103,0.01593142,0.02839925,0.07015096,0.07034047,0.02036589,0.01964666,0.01309133,0.002565952,0.01182985,0.01690703,0.007495412,0.06257866,0.000737195,0.04990324,0.07532807,0.0321771,0.007835297,0.03158057,1.149943,1.49195,2.10642,0.7090983,1.324037,1.213344,0.5973974,0.1037356,4.57162,26.45076,2.143924,0.1436268,0.7947782,3.777636,0.2414197,1.847048,2.279456,4.026121,0.9381736,5.282525,27.50511,26.14156,24.03671,5.722495,28.49781,5.178539,9.721352,8.26594,0.5334265,7.823085,15.62293,0.319245,19.4041,27.76953,14.91769,129.8276,143.8723,371.0608
347,0.01082857,0.01073851,0.001955798,0.05895776,0.08635184,0.1305888,0.01301632,0.0007035069,0.5536993,0.002416282,0.2998294,0.01373518,0.09916575,0.0008357342,0.007672942,0.01942959,0.09797075,0.01284837,0.1057771,0.002205076,0.006012409,0.006281202,0.00468384,0.003481012,0.01267826,0.0009800798,0.005686529,0.01594408,0.02857619,0.0707029,0.07064445,0.02036159,0.01967346,0.01312815,0.002570335,0.01185219,0.01691276,0.00749501,0.06271335,0.0006467853,0.04477241,0.07568936,0.03222903,0.007882548,0.03175344,1.155325,1.49387,2.116436,0.7168576,1.331488,1.218511,0.6012523,0.1045699,4.583441,26.47431,2.132112,0.1442529,0.7969785,3.709495,0.2438495,1.901086,2.376382,4.039864,0.9745991,5.521482,27.74211,26.56325,25.16479,6.0761,30.55721,5.218148,9.619275,8.207014,0.5399752,8.232897,16.09953,0.3211988,18.81711,26.51469,14.24162,124.2807,145.7612,363.493
348,0.01085761,0.01078244,0.00195347,0.05940841,0.0863425,0.1311919,0.01311521,0.0007101625,0.5700238,0.002390227,0.3030713,0.01376367,0.09905715,0.0007994297,0.007592812,0.01949259,0.09840914,0.01329763,0.1078001,0.002205219,0.00595255,0.006486136,0.004702324,0.003493043,0.01268201,0.001055286,0.005751709,0.01618574,0.02903258,0.07203107,0.07013756,0.02035929,0.01970052,0.0131557,0.002583099,0.01187914,0.01691933,0.007486163,0.06284672,0.0004901168,0.03953125,0.076028,0.03224425,0.007908569,0.03197713,1.166644,1.499913,2.129936,0.7307647,1.363354,1.224526,0.605538,0.1053104,4.599081,26.38542,2.131958,0.1454324,0.8082428,3.629836,0.2480863,1.9497,2.511954,4.07246,1.027827,5.795846,27.86137,26.98565,26.38576,6.288228,31.65005,5.220999,9.404762,8.103477,0.5393085,8.651398,16.47832,0.3213397,17.54405,25.63915,13.8684,116.8865,145.7361,355.1772
349,0.01088962,0.01082487,0.001950851,0.05999604,0.08640756,0.1315628,0.01327607,0.000690305,0.5729834,0.002327315,0.3057534,0.01385314,0.09870166,0.0007837651,0.007557508,0.01972768,0.0989003,0.01383217,0.1114141,0.002185804,0.006101445,0.006569059,0.004726024,0.003609105,0.01269371,0.001105412,0.005986403,0.01673452,0.02976647,0.0721811,0.07340661,0.02045481,0.01971862,0.01317909,0.0026321,0.01191476,0.01693068,0.007465669,0.06296894,0.000303333,0.03423969,0.07641634,0.03223339,0.007889022,0.03231609,1.183388,1.511037,2.147685,0.747696,1.407667,1.232207,0.6106489,0.105894,4.620929,26.19437,2.146196,0.1466659,0.8293834,3.559483,0.2535486,1.982462,2.682933,4.118029,1.096385,6.079591,27.77491,27.39322,27.58561,6.404228,31.78246,5.208859,9.266764,8.036189,0.5334978,8.770823,16.08552,0.3206554,15.09675,25.58748,14.07779,99.16807,144.4457,351.476
350,0.01092292,0.01086574,0.001947823,0.06062409,0.08650465,0.1318867,0.01345552,0.0006794186,0.5638372,0.002284775,0.3077706,0.01396576,0.09826608,0.0007692549,0.007528218,0.01995236,0.09941639,0.01444226,0.1155368,0.002146093,0.006243078,0.00668393,0.004782551,0.003631936,0.01274145,0.001141737,0.006275359,0.01724068,0.03031633,0.07336089,0.0759804,0.02058049,0.01973198,0.01320091,0.002695616,0.01195925,0.01694296,0.007438546,0.06308701,0.0001951248,0.02977268,0.07685696,0.0322484,0.007893442,0.03274205,1.204256,1.527076,2.168757,0.7649758,1.457069,1.241343,0.6162571,0.1063261,4.648376,26.06402,2.167026,0.1474874,0.8521767,3.523324,0.2589837,2.004028,2.857062,4.171188,1.161415,6.32028,27.61353,27.74588,28.04156,6.372276,31.58255,5.167513,9.438801,8.12943,0.5281628,8.48425,14.30398,0.3209086,13.55299,26.66436,14.66569,96.21037,142.1382,355.0662
351,0.01095555,0.01090551,0.001944502,0.0612457,0.08661659,0.1323041,0.01362617,0.0006619876,0.551172,0.002252106,0.3096387,0.01408822,0.09792054,0.0005906623,0.007716408,0.02012489,0.0999734,0.01510346,0.1195508,0.001059354,0.007431235,0.006771734,0.004881504,0.003653822,0.01277212,0.00113445,0.006570933,0.01770072,0.03108041,0.07398474,0.07883714,0.02071415,0.01974178,0.01322527,0.002763764,0.01201199,0.01695474,0.007410987,0.06320346,0.0001476533,0.02610582,0.07734809,0.03232501,0.007934992,0.0332276,1.226887,1.546526,2.191145,0.7808056,1.503621,1.251551,0.6221547,0.1067006,4.679147,26.02728,2.182737,0.1477528,0.8715177,3.511176,0.2640182,2.005241,3.016253,4.224064,1.216993,6.528948,27.40665,28.02338,27.69467,6.249493,31.1849,5.104717,9.694821,8.28202,0.5255235,7.948013,12.51091,0.322634,12.25118,26.66634,14.57308,97.20657,139.1941,365.2618
352,0.01098636,0.01094474,0.001941053,0.0618186,0.08673733,0.1329501,0.01378721,0.0006602739,0.5366152,0.002219731,0.311405,0.01421569,0.09775612,0.0005713041,0.007726256,0.0203187,0.1005697,0.0157278,0.1230838,0.001031523,0.007603238,0.006796451,0.004992303,0.003645372,0.01280957,0.001101983,0.006809278,0.01810681,0.03141185,0.07430583,0.08256435,0.02084901,0.01974952,0.01325357,0.002831565,0.01207184,0.01696619,0.007387713,0.06331992,0.0001400086,0.02361563,0.07786817,0.03243426,0.008028075,0.03373897,1.249186,1.567225,2.212674,0.7944236,1.54043,1.261612,0.628163,0.1071534,4.709749,26.08539,2.185457,0.1476097,0.8850417,3.502822,0.2682791,1.985742,3.140885,4.270815,1.257441,6.706806,27.10434,28.19035,26.73308,6.093091,30.28391,5.063632,9.7378,8.348124,0.5206043,7.112946,11.84709,0.3249434,11.2742,26.1153,14.21456,100.9403,135.7353,375.6113
353,0.0110151,0.01098373,0.00193742,0.06227342,0.08686566,0.133844,0.01391674,0.0006714998,0.5203794,0.002192687,0.3132742,0.01434439,0.09828521,0.0005424751,0.007739634,0.02049902,0.1011597,0.01593699,0.1240283,0.001005287,0.007688737,0.006932856,0.005033561,0.00362711,0.01289426,0.001052873,0.006977064,0.01813521,0.0317291,0.07553688,0.0854774,0.02098307,0.01975756,0.01329479,0.002897537,0.01213666,0.01697806,0.007375287,0.06343726,0.0002345785,0.02476146,0.07847757,0.03257754,0.008238921,0.03423677,1.269872,1.587018,2.231624,0.8015687,1.563415,1.270018,0.6341293,0.1077206,4.737792,26.38196,2.1694,0.1474399,0.8829117,3.47629,0.2693125,1.955961,3.206093,4.307414,1.264488,6.833857,26.71784,28.23019,25.17197,5.885262,29.30377,5.050344,9.519762,8.26197,0.512756,6.243231,11.89861,0.3273593,11.03188,27.36963,15.18121,109.1256,132.579,380.4148
