"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,86
Timestep, Region,"lionfish juv"_0,"lionfish juv"_1,"lionfish juv"_2,"lionfish juv"_3,"lionfish juv"_4,"lionfish juv"_5,"lionfish adult"_6,"lionfish adult"_7,"lionfish adult"_8,"lionfish adult"_9,"lionfish adult"_10,"lionfish adult"_11,"lionfish adult"_12,"lionfish adult"_13,"lionfish adult"_14,"lionfish adult"_15,"lionfish adult"_16,"lionfish adult"_17,"lionfish adult"_18,"lionfish adult"_19,"lionfish adult"_20,"lionfish adult"_21,"lionfish adult"_22,"lionfish adult"_23,"lionfish adult"_24,"lionfish adult"_25,"lionfish adult"_26,"lionfish adult"_27,"lionfish adult"_28,"lionfish adult"_29,"lionfish adult"_30,"lionfish adult"_31,"lionfish adult"_32,"lionfish adult"_33,"lionfish adult"_34,"lionfish adult"_35,"lionfish adult"_36,"lionfish adult"_37,"lionfish adult"_38,"lionfish adult"_39,"lionfish adult"_40,"lionfish adult"_41,"lionfish adult"_42,"lionfish adult"_43,"lionfish adult"_44,"lionfish adult"_45,"lionfish adult"_46,"lionfish adult"_47,"lionfish adult"_48,"lionfish adult"_49,"lionfish adult"_50,"lionfish adult"_51,"lionfish adult"_52,"lionfish adult"_53,"lionfish adult"_54,"lionfish adult"_55,"lionfish adult"_56,"lionfish adult"_57,"lionfish adult"_58,"lionfish adult"_59,"lionfish adult"_60,"lionfish adult"_61,"lionfish adult"_62,"lionfish adult"_63,"lionfish adult"_64,"lionfish adult"_65,"lionfish adult"_66,"lionfish adult"_67,"lionfish adult"_68,"lionfish adult"_69,"lionfish adult"_70,"lionfish adult"_71,"lionfish adult"_72,"lionfish adult"_73,"lionfish adult"_74,"lionfish adult"_75,"lionfish adult"_76,"lionfish adult"_77,"lionfish adult"_78,"lionfish adult"_79,"lionfish adult"_80,"lionfish adult"_81,"lionfish adult"_82,"lionfish adult"_83,"lionfish adult"_84,"lionfish adult"_85,"lionfish adult"_86
55,2,9.999945E-11,0.0001584789,0.001174462,0.003127655,0.006241205,0.009996419,0.01413857,0.01489021,0.02074428,0.03198336,0.05235117,0.04937933,0.06515422,0.09185991,0.08389365,0.07237779,0.1123015,0.1109639,0.1277858,0.1229071,0.1178913,0.3064624,0.2189582,0.2385033,0.2852334,0.2898088,0.2538601,0.2459739,0.2716582,0.2966966,0.4179735,0.4830422,0.5371891,1.680763,1.998572,2.387009,0.7810196,0.8439801,0.6991068,0.6402975,0.5961528,0.6724408,0.6970125,0.6827119,0.7591288,1.523093,1.319739,1.265058,2.044891,1.418216,1.038889,1.127935,2.218281,0.8124657,1.062329,0.8075348,0.821667,1.683212,1.650838,1.404932,2.114882,2.070645,2.250827,0.8946732,1.102714,1.76378,1.416505,1.120737,1.358364,1.718472,1.892433,1.759458,1.771883,1.55506,1.648572,1.137812,1.700582,1.675343,1.431332,2.280914,2.986139,1.774917,3.982737,3.445339,2.315145,174.825,12.01386
56,2,9.999945E-11,0.0001748346,0.001332158,0.004201707,0.008340654,0.014197,0.02125387,0.02045874,0.0230634,0.03260305,0.04898224,0.07537013,0.07095956,0.08813998,0.1276293,0.1133827,0.09270876,0.1643937,0.1409075,0.1616757,0.1541657,0.1466619,0.3890938,0.2728089,0.2922679,0.3543996,0.3890329,0.3072147,0.3077153,0.3197645,0.3552414,0.4741237,0.5156778,0.5472538,2.024879,1.892203,2.235171,0.9089707,0.8812286,0.8316495,0.682349,0.7028872,0.7664272,0.7351654,0.7262828,0.7946887,1.661321,1.411563,1.44325,2.001388,1.507288,1.105872,1.119972,2.160527,0.8393321,1.075124,0.8491877,0.8853983,1.769035,1.67135,1.457829,2.052838,2.095861,2.172451,0.9120466,1.215348,1.815255,1.535011,1.103532,1.340498,1.950332,1.889924,1.751644,1.812027,1.605272,1.851028,1.227311,1.752524,1.705163,1.527716,2.232826,2.9629,2.443858,4.209968,3.381051,2.291325,154.5408
57,2,9.999945E-11,0.0001689137,0.001237769,0.003988189,0.009382747,0.01640539,0.02542827,0.02889692,0.02899688,0.03413128,0.04834826,0.07306175,0.111349,0.09753573,0.1164235,0.1685439,0.1440078,0.1154487,0.1972999,0.1753629,0.2022321,0.1895546,0.1770347,0.4820733,0.332463,0.3560073,0.4337207,0.4677659,0.3556064,0.3756785,0.3791863,0.4241976,0.5227573,0.5572321,0.5637,1.95665,1.821458,2.126416,1.00402,0.9380772,0.8813559,0.7454739,0.8075717,0.8581311,0.7741764,0.7780396,0.8473942,1.797174,1.482751,1.628529,2.10371,1.548166,1.28293,1.17436,2.14772,0.8798122,1.133721,0.8801163,0.981711,1.890606,1.855607,1.525854,2.079042,2.123358,2.136048,0.9404649,1.230586,1.874888,1.599116,1.114635,1.360689,1.973589,1.906266,1.75456,1.928599,1.806103,1.968179,1.328715,1.872572,1.748826,1.623528,2.193343,2.981545,2.37269,4.456519,3.367609,2.365993
58,2,9.999945E-11,0.0001035046,0.0008224474,0.002743738,0.006696051,0.01380242,0.02298183,0.0325104,0.03560552,0.03633733,0.04315774,0.06084246,0.09090177,0.1387927,0.118599,0.1378432,0.1936138,0.168625,0.1315211,0.2181956,0.2009354,0.228387,0.2160499,0.1973031,0.5459014,0.3707944,0.3949597,0.4805902,0.5200944,0.3851734,0.4129432,0.4087358,0.4641325,0.5977132,0.5798432,0.5637786,1.863411,1.728991,2.002253,1.041038,0.9672768,0.8920422,0.7693717,0.8372502,0.9022771,0.7836123,0.7921433,0.8642374,1.855368,1.502982,1.703385,2.1433,1.611058,1.483002,1.188132,2.151235,0.9184598,1.152452,0.8815065,0.9963374,1.922952,1.838146,1.528425,2.043263,2.080806,2.102648,0.9373387,1.208817,1.851354,1.607508,1.093401,1.338653,1.931715,1.877071,1.70912,1.965057,1.794834,1.969076,1.3804,1.843003,1.740374,1.664533,2.110991,2.898319,2.266925,4.526316,3.340119
59,2,9.999945E-11,2.854707E-05,0.0002844299,0.00120058,0.003299888,0.007378355,0.01450267,0.02276064,0.03348206,0.03652321,0.03780552,0.04429125,0.06236611,0.09191044,0.1374878,0.1190229,0.1367577,0.1910296,0.1675323,0.1295235,0.2110565,0.1981346,0.223523,0.2106719,0.1918543,0.5484293,0.3595689,0.3821199,0.4640931,0.5274236,0.3695891,0.3950222,0.3962175,0.4459132,0.6268293,0.5520118,0.5254047,1.74432,1.577372,1.816207,1.015966,0.9109185,0.8342263,0.7305887,0.7923405,0.8444688,0.7336704,0.7459835,0.8120499,1.798018,1.447169,1.579013,2.066958,1.487857,1.500506,1.099806,2.085028,0.8552825,1.127276,0.8243834,0.9304482,1.77614,1.703121,1.411382,1.929971,1.909005,1.927939,0.8758842,1.118727,1.766539,1.549903,1.013221,1.237404,1.82383,1.73594,1.575393,1.926721,1.685877,1.909025,1.323586,1.690511,1.61419,1.63593,1.937406,2.637574,2.071886,4.690928
60,2,9.999945E-11,1.234452E-05,9.015876E-05,0.0004203214,0.001355972,0.00337882,0.007232809,0.01620036,0.02220733,0.03371347,0.03647472,0.03769279,0.04407702,0.06112633,0.08893002,0.1326171,0.1148828,0.1305953,0.1848208,0.1590312,0.1228237,0.1992313,0.1877381,0.2122706,0.1988034,0.1811507,0.5222313,0.3383377,0.3583951,0.4378335,0.5155776,0.3458504,0.3681364,0.3723103,0.4461242,0.6241778,0.5137891,0.4805451,1.611663,1.427777,1.636397,0.964354,0.8405635,0.7695702,0.6907569,0.7320947,0.7793573,0.6750324,0.6881691,0.7475144,1.676052,1.363971,1.436924,1.8645,1.355788,1.365973,1.003045,1.958626,0.7833638,1.131512,0.7585272,0.8543189,1.617832,1.554617,1.284683,1.799644,1.734062,1.743018,0.8021641,1.017532,1.656714,1.461537,0.9208249,1.13365,1.698303,1.589306,1.43116,1.828439,1.544583,1.798886,1.22951,1.535857,1.48593,1.590518,1.754033,2.377674,1.877884
61,2,9.999945E-11,6.525807E-06,5.171925E-05,0.0001615086,0.0005242342,0.001429732,0.00331278,0.008055191,0.01652895,0.02129576,0.03294501,0.03581078,0.03685147,0.04292275,0.05898605,0.08464159,0.1258336,0.1086523,0.1228407,0.1782462,0.1494461,0.115101,0.1859606,0.1758391,0.1997802,0.1861324,0.1690278,0.513618,0.3150178,0.3610924,0.4092791,0.5023479,0.3202519,0.342219,0.3439908,0.4128696,0.6305963,0.472599,0.4370109,1.48263,168.6054,1.469578,0.915604,0.770328,0.7045274,0.6605896,0.6826316,0.7122022,0.6172879,0.6315488,0.6875655,1.549906,1.291912,1.293937,1.669834,1.222441,1.235159,0.9072191,1.816076,0.712367,1.128144,0.6924486,0.7776518,1.461047,1.409026,1.160393,1.675821,1.617175,1.570405,0.7432472,0.9231576,1.552044,1.531211,0.8327184,1.029239,1.580206,1.441725,1.414954,1.764088,1.390438,1.775863,1.155795,1.540947,1.352206,1.530083,1.583475,2.137876
62,2,9.999945E-11,4.564637E-06,3.629179E-05,0.0001200417,0.0002548207,0.0006374165,0.001509857,0.004226367,0.00886187,0.01670956,0.02056291,0.03923628,0.0354361,0.03593802,0.04176901,0.05669674,0.08097365,0.119872,0.1019962,0.1151573,0.1699396,0.1422802,0.107785,0.174912,0.1653287,0.1891885,0.1739162,0.1570625,0.5115824,0.2924322,0.3579344,0.379422,0.4556181,0.2952084,0.3174274,0.3164936,0.383982,0.631586,0.635576,0.3965804,1.361324,148.8168,1.319716,0.862132,0.7035262,0.6797279,0.6038775,0.629005,0.6499766,0.5634262,0.6606236,0.6289607,1.512903,1.210099,1.174362,1.734527,1.197008,1.12388,0.8199027,1.669517,0.6533164,1.067916,0.6282923,0.7065701,1.315556,1.273108,1.047387,1.510862,1.517516,1.511798,0.6880476,0.8332892,1.448114,1.576787,0.7531912,0.9343206,1.465279,1.307952,1.317549,1.627748,1.25175,1.631217,1.086416,1.385238,1.226449,1.422133,1.427682
63,2,9.999945E-11,5.128263E-06,4.355681E-05,0.0001152618,0.000252457,0.0004215764,0.0008354743,0.00292851,0.005748393,0.01007874,0.01706955,0.02027654,0.04067578,0.0348503,0.0355619,0.04112129,0.05494655,0.07774589,0.1152471,0.0973995,0.1089174,0.1601978,0.1347844,0.1016844,0.1905462,0.1547614,0.1762901,0.1624662,0.1468728,0.4778184,0.2705279,0.3661391,0.3525916,0.4171081,0.2722072,0.2921957,0.2933335,0.359124,0.5771449,0.5759808,0.3645117,1.319754,131.5725,1.243103,0.8315136,0.6427196,0.6704519,0.5521064,0.58981,0.5967105,0.513897,0.6051323,0.5723979,1.41746,1.089314,1.058097,1.615664,1.193541,1.015731,0.7402918,1.510875,0.5946605,1.034182,0.571524,0.6414285,1.1877,1.149393,0.9444388,1.365021,1.573387,1.357081,0.6249828,0.7596148,1.376351,1.713019,0.6815144,0.8466907,1.384215,1.190722,1.19119,1.532007,1.133053,1.465811,0.9879339,1.243071,1.117885,1.291099
64,2,9.999945E-11,8.356086E-06,6.000929E-05,0.0001794026,0.0003572154,0.000608954,0.0008578354,0.002578707,0.005464895,0.008435028,0.01257121,0.01925614,0.02125282,0.04358787,0.03627623,0.03684591,0.04359149,0.05594712,0.07798115,0.1135084,0.1028421,0.1081787,0.153584,0.1294497,0.108725,0.181453,0.1505925,0.1688876,0.1563241,0.1414551,0.4460837,0.256896,0.3915094,0.3388886,0.3879521,0.2570479,0.2838122,0.2765762,0.3361166,0.5336547,0.6495666,0.3383847,1.269925,116.5279,1.128642,0.7619327,0.6012095,0.685768,0.6242599,0.5605152,0.5552508,0.4761109,0.5591533,0.5290315,1.353043,1.437549,1.121818,1.453046,1.080283,0.9529458,0.7071127,1.491157,0.5497715,0.9413629,0.538239,0.5978976,1.081107,1.133903,0.8616648,1.242158,1.517043,1.239392,0.7472386,0.8269331,1.34054,1.634886,0.6247824,0.77815,1.517796,1.100623,1.084917,1.486172,1.029518,1.330793,0.9035962,1.127978,1.0259
65,2,9.999945E-11,3.086983E-05,0.0002346042,0.0005586863,0.001071258,0.001690329,0.002420402,0.006320631,0.008986603,0.0133881,0.01814292,0.02192273,0.02984812,0.029804,0.06118719,0.04875518,0.04789501,0.05872078,0.07071816,0.09557779,0.1345131,0.1207583,0.1278321,0.1688284,0.1435988,0.1392897,0.1957625,0.1964404,0.1837765,0.1728706,0.1577502,0.4645217,0.2721031,0.4925267,0.3629595,0.396425,0.274774,0.2908353,0.294719,0.346527,0.5302221,0.6213964,0.3420497,1.326782,102.9221,1.086562,0.7439846,0.677332,0.6818022,0.691985,0.6209564,0.6912797,0.4801026,0.5549767,0.6674007,1.55443,1.868774,1.451172,1.356864,1.024923,0.9772814,0.686784,1.483315,0.5445961,0.9032755,0.5445951,0.5915708,1.039015,1.253964,0.8355716,1.265684,1.592653,1.181929,0.7786201,0.7944682,1.438239,2.112603,0.6202192,0.763338,1.636039,1.107382,1.084975,1.600848,1.030079,1.263221,0.8964103,1.275095
66,2,9.999945E-11,9.277899E-05,0.0006557372,0.00168497,0.003165584,0.005041901,0.006928691,0.009492915,0.02214438,0.02634439,0.03521618,0.04595971,0.05062958,0.05512157,0.05070882,0.1013306,0.08332279,0.07848786,0.09700877,0.1133409,0.1504155,0.2001007,0.1848843,0.1933469,0.2490534,0.2033249,0.2320941,0.2524965,0.3205561,0.2451779,0.2358363,0.2132232,0.5545677,0.3512242,0.7676721,0.4719378,0.4768418,0.3385904,0.344469,0.3627475,0.4298603,0.6072846,0.6672339,0.3953635,1.603619,90.98986,1.149251,0.830332,0.8498327,0.7574989,0.7863644,0.8528715,0.7711345,0.5625728,0.6337166,0.7329153,2.202949,1.835196,1.843617,1.370801,1.059613,1.085817,0.7365817,1.472214,0.6133435,1.290828,0.6331429,0.6852105,1.113765,1.30746,0.9636799,1.429331,1.979845,1.231305,0.872719,0.8385409,1.833471,2.548826,0.6838222,0.8605539,2.045875,1.192331,1.149646,2.053769,1.092062,1.311321,1.431715
67,2,9.999945E-11,0.0001456594,0.001041928,0.00289816,0.005690609,0.009225795,0.01317481,0.01255175,0.01848905,0.04051165,0.04551771,0.05967217,0.07559622,0.07712027,0.08255891,0.07286275,0.1400128,0.1151581,0.1075811,0.1338764,0.1533509,0.2050295,0.2645068,0.2550325,0.2573863,0.3302425,0.2572638,0.3066856,0.3074608,0.3938143,0.3084195,0.2920854,0.2639379,0.6385831,0.4631654,1.026501,0.5761455,0.5480117,0.3996207,0.4401674,0.4278464,0.5884686,0.6799325,0.7457345,0.4430227,1.862056,80.47403,1.219905,0.9375669,1.567166,0.8292746,0.869014,1.057443,0.8504369,0.6371269,0.7089858,0.9896606,2.757038,2.188353,2.031026,1.386941,1.092141,1.118753,0.7810339,1.682096,0.9671955,1.647459,1.397542,0.9948742,1.188388,1.351725,1.043475,1.686188,2.737781,1.510186,0.936014,0.8764641,2.199247,2.629912,0.7446284,0.9391032,2.358794,1.273739,1.345432,2.400819,2.039877,1.642927
68,2,9.999945E-11,0.0001639715,0.001238975,0.003830628,0.007819543,0.01329059,0.01983934,0.02203706,0.01941923,0.02932293,0.06236297,0.07039124,0.08620143,0.108958,0.1143524,0.1130396,0.09307274,0.181447,0.1488845,0.1396837,0.1738233,0.190568,0.2636632,0.3393483,0.3123112,0.3198747,0.4195336,0.3092962,0.3768645,0.3672441,0.4792031,0.3730591,0.3609436,0.3156282,0.7355144,0.5312223,1.025343,0.6709532,0.6166557,0.4602541,0.4933798,0.496085,0.73549,0.7351307,0.8217801,0.4917437,1.817201,71.22125,1.285855,1.055295,2.222558,0.8952236,0.9324146,1.254641,0.9410409,0.7094824,0.7821156,1.009037,2.823854,2.140199,2.116582,1.405138,1.127552,1.153331,0.8221319,1.650837,1.2235,1.609298,2.106021,1.031223,1.315518,1.407487,1.115036,1.792209,2.699969,1.537944,0.9997679,0.9234499,2.310829,2.684707,0.7934711,0.9958583,2.273784,1.359282,1.522011,2.333466,3.066685
69,2,9.999945E-11,0.0001627959,0.001203162,0.003762687,0.008579142,0.0156287,0.02419908,0.02857754,0.03414466,0.02819499,0.04196837,0.08734456,0.1028597,0.1225889,0.1550649,0.158276,0.1475358,0.1148988,0.2312329,0.1863281,0.1695341,0.215788,0.2344714,0.3268193,0.4128349,0.3863607,0.387069,0.4955168,0.3661621,0.4682876,0.4270355,0.6502623,0.4397343,0.4327118,0.369518,0.8136134,0.612717,1.037128,0.7675858,0.691664,0.5246648,0.5559801,0.5665079,0.7944141,0.8003356,0.8518611,0.5369,1.821594,63.07851,1.373105,1.215559,2.262936,0.9915584,1.004963,1.464823,1.029927,0.7901981,0.8619324,1.042088,2.712122,2.169509,2.180332,1.447764,1.20848,1.212249,1.073123,1.648327,1.440084,1.593476,2.023083,1.089247,1.481643,1.468453,1.196732,1.951863,2.681612,1.573019,1.100628,0.9758945,2.308063,2.908195,0.8464833,1.074507,2.209642,1.468764,1.706301,2.331807
70,2,9.999945E-11,0.00010387,0.0007989741,0.002705667,0.00633413,0.01281936,0.02195266,0.02845289,0.03633657,0.04427699,0.03609901,0.05230334,0.1071221,0.1273894,0.1521271,0.1888932,0.1900739,0.1715868,0.1304679,0.2642895,0.2164548,0.1915033,0.2425697,0.2635184,0.3698018,0.456084,0.4278465,0.4217494,0.5602058,0.3975282,0.5140629,0.4656981,0.7028834,0.4780757,0.4665638,0.4014713,0.8704354,0.6653229,1.028089,0.8254508,0.7301686,0.5621433,0.6005211,0.6051975,0.8113102,0.8352131,0.8610976,0.5584503,1.777573,55.85529,1.411735,1.279518,2.219486,1.035468,1.027478,1.476454,1.072081,0.8305731,0.9022704,1.037011,2.572211,2.154862,2.124514,1.442032,1.241514,1.22434,1.070521,1.59058,1.569317,1.541146,1.922505,1.10177,1.531668,1.857953,1.219084,1.982024,2.659452,1.562349,1.116207,0.9846456,2.251676,2.733001,0.8659939,1.108905,2.119815,1.486696,2.334214
71,2,9.999945E-11,2.850878E-05,0.0002841371,0.001161295,0.00326368,0.006961287,0.01357443,0.02229382,0.0289187,0.03726565,0.04646623,0.03694327,0.05329424,0.1093197,0.1293238,0.1549258,0.1904771,0.1906237,0.1728227,0.1281888,0.2596512,0.2155042,0.1875399,0.2371197,0.2566036,0.359825,0.4402595,0.4139833,0.4055094,0.5331225,0.3817919,0.4902829,0.4441935,0.6697882,0.4598491,0.4458579,0.3848069,0.8327337,0.6359429,0.9518564,0.7910815,0.6900181,0.5370802,0.5653508,0.5784771,0.7642664,0.790329,0.8142321,0.528901,1.647178,49.36993,1.323274,1.202836,2.032821,1.183335,0.9638237,1.387284,1.013932,0.786562,0.8546979,0.9633147,2.351074,2.005791,1.943921,1.346645,1.170185,1.141643,0.9988582,1.474798,1.551811,1.413616,1.755408,1.035445,1.42647,1.711967,1.135927,1.873434,2.456207,1.446991,1.030975,0.9196007,2.082011,2.48141,0.8154382,1.038408,1.944127,1.390357
72,2,9.999945E-11,1.069361E-05,8.864249E-05,0.0004148705,0.001305405,0.003343696,0.006803001,0.01379755,0.02300344,0.02847855,0.0368175,0.0465985,0.03612713,0.05209413,0.1074865,0.1259579,0.1518084,0.1861507,0.1839252,0.1684814,0.121494,0.2479362,0.2065631,0.1772256,0.2260014,0.2416162,0.3390839,0.4163543,0.3896904,0.3788397,0.5016346,0.3578672,0.4586626,0.412704,0.6284925,0.4305857,0.4170444,0.3591202,0.7773931,0.5933152,0.8669349,0.7386299,0.6375448,0.5078128,0.5210539,0.5407803,0.7058144,0.7364041,0.7500089,0.4892501,1.507119,43.6193,1.217034,1.107991,2.012666,1.084304,0.8851171,1.295366,0.937415,0.7294987,0.7920475,0.8777363,2.128402,1.840142,1.76406,1.236757,1.068115,1.046572,0.9133385,1.34776,1.399911,1.280021,1.588381,0.955546,1.308523,1.556028,1.038177,1.723988,2.244493,1.32338,0.9505886,0.8476111,1.899366,2.236529,0.7531745,0.9551141,1.770394
73,2,9.999945E-11,5.746016E-06,4.435972E-05,0.000157622,0.000512017,0.001370462,0.003275874,0.007396978,0.01393579,0.02336607,0.02984219,0.03660998,0.04666252,0.035075,0.0501995,0.1025239,0.1227241,0.1484196,0.1810444,0.1772014,0.1638078,0.1178093,0.2308088,0.1965496,0.1687648,0.2122923,0.2251587,0.3165221,0.3920339,0.3644381,0.3517472,0.4629101,0.3316523,0.4316745,0.3828613,0.5866467,0.3997318,0.3928364,0.3325216,0.7120537,0.5573151,0.7861391,0.6949324,0.5863839,0.4766681,0.4764805,0.5018446,0.6492603,0.6859193,0.6834797,0.4511656,1.383831,38.53806,1.119272,1.011805,1.837883,0.9874536,0.8081172,1.195759,0.8759556,0.6827275,0.7360536,0.7968054,1.912794,1.684925,1.600064,1.133005,0.9703043,0.9551483,0.8293735,1.229988,1.269894,1.160892,1.4343,0.8755755,1.191289,1.412596,0.9436708,1.572258,2.373763,1.200239,0.8705127,0.7886168,1.729394,2.014239,0.6896139,0.8801933
74,2,9.999945E-11,4.22711E-06,3.198846E-05,0.0001037614,0.0002468821,0.0006173118,0.001444683,0.004128119,0.008081365,0.01417081,0.02613406,0.02909947,0.03590949,0.04457215,0.03393128,0.04819606,0.09820735,0.1271799,0.146269,0.1816534,0.1703878,0.1625327,0.1117137,0.2140653,0.1843288,0.1594466,0.1982832,0.2093379,0.2956671,0.3666741,0.3373499,0.3257031,0.4246262,0.3064535,0.4029258,0.3723229,0.6058828,0.3685419,0.3616806,0.3240011,0.6624427,0.516345,0.7147012,0.6425858,0.5377417,0.5140007,0.4347168,0.4627786,0.6020407,0.6343577,0.6214783,0.4125843,1.263247,34.09473,1.02482,0.9160839,1.718422,0.9383231,0.7345068,1.114753,0.7983323,0.6919084,0.6790928,0.7248269,1.70814,1.519996,1.438708,1.02949,0.8789715,1.022751,0.754656,1.110862,1.145202,1.05235,1.2971,0.794722,1.081459,1.283446,0.8604279,1.463701,2.521972,1.08989,0.8168855,0.7203599,1.597711,1.810878,0.6340151
75,2,9.999945E-11,4.710784E-06,3.375138E-05,0.0001031717,0.0002224369,0.0004031406,0.0008076854,0.00253265,0.005215736,0.00909854,0.01475126,0.02603103,0.02869057,0.04130449,0.04319217,0.03357963,0.04689975,0.09556559,0.139013,0.1558768,0.1720618,0.1661927,0.1624245,0.1050477,0.1987289,0.1727545,0.1499328,0.1872571,0.1966748,0.274823,0.3426924,0.3125574,0.30464,0.4059896,0.2836045,0.3670336,0.4026765,0.5562759,0.3405525,0.3346973,0.3181448,0.6210403,0.4784724,0.6483665,0.5952836,0.4964397,0.4692255,0.3979257,0.4867028,0.620677,0.5820187,0.5683982,0.3795426,1.143432,30.1132,1.001387,0.8315889,1.946751,0.8577061,0.6686323,1.036303,0.7287599,1.054325,0.6993173,0.6618923,1.532808,21.607,1.373616,0.9358935,0.7982312,0.9277503,0.7124922,1.067617,1.030355,0.9505811,1.25707,0.7224357,0.9816924,1.245459,1.252434,1.330413,2.84796,0.9928882,0.863031,22.6936,1.482292,1.726771
76,2,9.999945E-11,7.865313E-06,6.479985E-05,0.0001660095,0.0003347721,0.0005538202,0.0008059841,0.003070632,0.004454996,0.007195555,0.01113045,0.01631007,0.03069993,0.02996083,0.04392583,0.04380031,0.0349553,0.04764539,0.09698604,0.1349088,0.1523038,0.1660642,0.1592121,0.1552426,0.1025637,0.1877887,0.2821692,0.1450056,0.1791715,0.1883844,0.2604555,0.3253055,0.309935,0.2919139,0.4674249,0.2833157,0.3394275,0.4073628,0.5166643,0.3218946,0.314363,0.3243038,0.5944995,0.4549455,0.5944021,0.5825836,0.4918502,0.4391409,0.3710346,0.465884,0.6071635,0.543785,0.5256397,0.355051,1.038022,26.60537,0.9450011,0.7648928,1.75534,0.7998496,0.6151624,0.945238,0.8300108,0.9602782,0.6527573,0.6127821,1.390265,19.10113,1.281593,0.8566479,0.7347775,1.110521,0.6903986,1.233611,0.9347569,0.867292,1.179381,3.45002,0.8999055,1.177465,1.137167,1.225919,2.846247,0.9216846,0.7879087,20.33725,1.372518
77,2,9.999945E-11,2.935428E-05,0.0002124458,0.0005636853,0.001011941,0.001598852,0.002219539,0.0047651,0.009511512,0.01180586,0.01543041,0.01943817,0.02469853,0.04561888,0.04143805,0.07376401,0.06005354,0.045955,0.061599,0.12373,0.1554139,0.1920191,0.1941241,0.1789452,0.1733834,0.1154698,0.2029586,0.6319007,0.164433,0.1967881,0.2156712,0.2815392,0.3518702,0.3287441,0.3248497,0.722432,0.300523,0.3418743,0.4264932,0.5347602,0.3435391,0.3318458,0.4291634,0.6335092,0.4818843,0.5896302,0.6466344,0.6077023,0.4549454,0.3976787,0.505937,0.6186529,0.5764091,0.5313169,0.382391,1.008201,23.57952,0.9400454,0.7728064,1.781745,0.8139853,0.6149203,1.073374,0.8263124,0.9268178,0.6739053,0.6286333,1.316775,16.94888,1.215167,0.8327772,0.724676,1.81668,0.6945333,1.918242,0.8960046,0.9057333,1.134196,230.7702,0.8925157,1.208934,1.092248,1.219563,2.629344,0.9238326,0.754232,18.04402
78,2,9.999945E-11,0.0001055775,0.0006233624,0.00154704,0.003028806,0.004741824,0.00640848,0.01092259,0.01564474,0.02664317,0.03282791,0.0371342,0.04837888,0.04770259,0.06667911,0.07101421,0.1222878,0.1007926,0.07526947,0.09936898,0.2003305,0.2189419,0.2829805,0.2847119,0.2509911,0.2482713,0.1551961,0.2669276,0.6530691,0.225999,0.2643731,0.2963554,0.3689795,0.500244,0.4503461,0.4334049,0.8171542,0.3886811,0.3945354,0.5224343,0.6272591,0.6195197,0.4203058,0.4935128,0.7542391,0.6056512,0.6681477,0.8808191,1.964402,0.534109,0.5380095,0.6351352,0.7220202,0.6841182,0.645409,0.4552668,1.088621,21.02361,1.053248,0.8817756,1.892589,0.9449266,0.7064969,1.149449,0.9284045,0.9888538,0.7853411,0.7350276,1.425229,15.169,1.255422,0.9206612,1.052203,1.823602,0.7601625,1.908765,0.9760183,0.9553679,1.205782,203.8215,1.007553,1.375392,1.152945,1.370401,2.56489,1.00979,0.8121513
79,2,9.999945E-11,0.0001479767,0.001011352,0.002830239,0.005219549,0.008732226,0.01242953,0.01387036,0.02072193,0.02791225,0.04602504,0.06064025,0.05846964,0.07572005,0.07451937,0.08667205,0.09714428,0.1616159,0.1379843,0.1013568,0.1326317,0.2756536,0.2794988,0.3888442,0.3669865,0.3156324,0.3331452,0.1949413,0.3203434,0.6733983,0.2801289,0.3202855,0.36797,0.4685348,0.6198081,0.549963,0.5279799,0.9182141,0.4873861,0.4371848,0.607698,0.7073083,0.8701692,0.4896262,0.5467297,0.8541222,0.7205108,0.747114,1.023668,2.96522,0.5982753,0.6237816,0.7340307,0.8054987,0.7640551,0.7387961,0.5126523,1.145733,18.75802,1.134602,1.297136,1.966934,1.064953,0.7853037,1.201984,1.012927,1.035428,0.9245781,0.8311943,1.506199,13.60702,1.306504,0.9870852,1.099957,1.800399,0.8214855,1.900537,1.029892,0.9998151,1.267539,180.0293,1.1038,1.499157,1.197165,1.497474,2.512331,1.119485
