"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:37:50 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"

Data,"Average biomass by region"
"Region 2 area km2",142031.143684927
"Number of cells",414

TimeStep,"offshore dolphins","coastal dolphins",seabirds,"pelagic sharks","large demersal sharks","small sharks and rays","pelagic piscivores","king mackerel juv","king mackerel adult","Spanish mackerel juv","Spanish mackerel adult",cobia,"greater amberjack","red snapper 0","red snapper 1-2","red snapper 3+","vermilion snapper","grey snapper","other snapper","gag 0","gag 1","gag 2","gag 3","gag 4","gag 5+","red grouper 0","red grouper 1","red grouper 2","red grouper 3","red grouper 4","red grouper 5+","black grouper","yellowedge grouper",scamp,"goliath grouper","other SWG","other DWG","blueline tilefish","golden tilefish","lionfish juv","lionfish adult","gray triggerfish","red porgy",hogfish,"black sea bass","reef carnivores","reef crustacean eaters","reef invertivores","medium reef omnivores","small reef omnivores","reef planktivores","coastal piscivores","offshore demersal carnivores","nearshore demersal carnivores","demersal omnivores","sardine herring scad","nearshore small pelagics","offshore small pelagics",mullet,squid,shrimp,"large crabs",stomatopods,echinoderms,gastropods,bivalves,"sessile epibenthos","mobile epifauna","small infauna",meiobenthos,"carnivorous zooplankton","herbivorous zooplankton","omnivorous zooplankton",ichthyoplankton,jellyfish,microbes,anthozoans,macroalgae,microphytobenthos,phytoplankton,seagrass,"water column detritus","sediment detritus"
82,0.01881722,0.01111132,0.001453661,0.0811374,0.1032055,0.1740277,0.03292311,4.837915E-06,0.002125395,0.0008375456,0.05522821,0.01633745,0.1336046,7.343812E-07,0.005019789,0.01958379,0.1191032,0.01369492,0.08376459,1.877484E-06,0.0001951266,0.0005444532,0.001384432,0.002069617,0.02723226,1.584332E-06,7.698317E-05,0.0009195975,0.003573208,0.01461337,0.08870852,0.03177095,0.01730424,0.01410895,0.001007705,0.01093586,0.02571294,0.008495285,0.06917322,0.00106532,0.02789311,0.0638901,0.04775929,0.0034637,0.04015946,1.112479,1.614405,1.761147,0.5965899,0.4323611,1.254466,0.1635446,0.1416168,4.537333,24.23123,1.271355,0.2705664,0.9383081,3.637027,0.322468,1.09304,2.343257,3.887837,0.7789671,2.395496,25.93937,22.38166,18.25153,5.118742,15.66085,6.097888,10.31381,9.454156,0.4936616,1.423509,7.45112,0.4248161,0.4350329,24.12607,13.33101,0.02948705,100.474,324.6619
83,0.01883857,0.01110752,0.00144914,0.08099602,0.1028823,0.173833,0.03242481,2.758897E-05,0.002462087,0.0008268189,0.05686314,0.01632659,0.1350903,7.454532E-07,0.004951806,0.01954289,0.1193596,0.01375218,0.0831008,1.655357E-06,0.0001658209,0.00058664,0.001452961,0.002029808,0.02725885,5.543217E-07,8.421547E-05,0.0009441677,0.00343037,0.01447237,0.08796296,0.03183675,0.01736907,0.01416263,0.001002461,0.01095591,0.02568641,0.00850599,0.06941123,0.0009318954,0.02331217,0.06419695,0.04767876,0.003496056,0.04010931,1.106759,1.607442,1.755995,0.5961646,0.4322657,1.253,0.1638787,0.1418083,4.533657,24.31857,1.262041,0.2670138,0.935493,3.70189,0.3181866,1.090133,2.326088,3.892891,0.7775403,2.396047,26.39063,22.36045,18.56499,5.228376,15.65141,6.10224,10.5294,9.578829,0.5008122,1.440793,7.402022,0.4237832,0.459823,24.18966,13.36371,0.03030739,101.2126,327.4677
84,0.01886058,0.01110597,0.001445051,0.08092765,0.1025676,0.173364,0.0319705,3.591955E-06,0.002048872,0.0008221209,0.05846303,0.01632458,0.1358152,4.884947E-07,0.004993337,0.01938275,0.1196981,0.01406116,0.08377956,1.222498E-06,0.0001574259,0.0005949779,0.001438387,0.002072462,0.02723749,1.995081E-07,8.131377E-05,0.0009563793,0.003603432,0.01460397,0.08803664,0.03190289,0.01742933,0.0142023,0.0009972483,0.01097744,0.02565938,0.008503984,0.06963772,0.0005924774,0.01902503,0.06446357,0.04755481,0.00351932,0.04009831,1.102382,1.601988,1.752569,0.6001664,0.436003,1.252904,0.1643264,0.1419338,4.530751,24.315,1.264647,0.2632867,0.9418553,3.761604,0.3162953,1.090437,2.316378,3.897432,0.7842273,2.396849,26.88165,22.36841,19.02307,5.343253,15.65785,6.109803,10.70319,9.75619,0.5078092,1.456709,7.345103,0.421878,0.4692006,24.49953,13.63203,0.03002866,101.7184,331.0675
85,0.01888322,0.01110651,0.001441362,0.08098283,0.1022053,0.1726071,0.03162852,5.000664E-06,0.001907196,0.0008575579,0.06022896,0.01637118,0.1362041,3.32881E-10,0.004944144,0.01947355,0.1202333,0.01448206,0.08550882,1.035767E-06,0.0001556978,0.0005596587,0.001518916,0.002039072,0.02735234,5.388553E-07,7.593222E-05,0.000999216,0.00336877,0.01465838,0.08895499,0.03201558,0.01747697,0.01423928,0.001007127,0.01100222,0.02563393,0.008490593,0.06984236,0.0003142144,0.01542507,0.06474349,0.04737083,0.003540993,0.04016421,1.100244,1.599234,1.751596,0.6068364,0.4426006,1.254966,0.1649455,0.1419912,4.530056,24.25399,1.280073,0.2593288,0.9555722,3.81415,0.3164642,1.09363,2.312614,3.901317,0.7963527,2.398754,27.26573,22.40815,19.52241,5.4382,15.6848,6.099849,10.88899,9.938752,0.5149977,1.492859,7.262692,0.420116,0.4653368,25.25071,14.16268,0.02913097,102.5313,335.8777
86,0.01890657,0.01110884,0.001438021,0.08110925,0.1018295,0.1717131,0.0313712,2.965103E-06,0.001973267,0.0008588144,0.06168338,0.0164368,0.1361959,1.887918E-10,0.004918236,0.01971097,0.1208815,0.01493362,0.08780064,1.496211E-06,0.0001810974,0.0005869319,0.00148844,0.002018956,0.02739253,9.217083E-07,6.463286E-05,0.001010109,0.003388841,0.01474836,0.09050705,0.03214193,0.01751646,0.0142731,0.001021623,0.01103052,0.02560775,0.008471216,0.07003354,0.0001679084,0.01260356,0.06504215,0.04715569,0.003555332,0.04029426,1.100546,1.599486,1.752919,0.6146638,0.4511738,1.258679,0.1657201,0.1420368,4.532485,24.16196,1.304289,0.2551042,0.9739423,3.882168,0.3184724,1.099022,2.312798,3.904869,0.8113263,2.402269,27.54988,22.4921,19.99831,5.513421,15.75775,6.072892,11.13784,10.06631,0.5228921,1.673729,7.177174,0.4194779,0.4509445,25.31304,14.12378,0.02796532,104.0966,342.9404
87,0.0189309,0.01111297,0.001435047,0.08130943,0.1014502,0.1708816,0.03116014,4.278635E-06,0.002273829,0.0008554543,0.06298712,0.01651015,0.1358511,1.673342E-07,0.004884899,0.01973945,0.1215973,0.01541379,0.09016214,1.640681E-06,0.000201843,0.0006190889,0.00147942,0.002073876,0.02737375,3.44836E-06,7.355471E-05,0.001008509,0.003403737,0.0145758,0.0906436,0.03227117,0.01754977,0.01430655,0.001037509,0.01106229,0.02558022,0.008451618,0.07021522,0.0001214773,0.01052677,0.06536648,0.04698475,0.003547962,0.04047449,1.102746,1.602432,1.756048,0.6220489,0.460724,1.263381,0.1666293,0.1421911,4.537604,24.07916,1.328179,0.2508099,0.9924132,3.962545,0.3220065,1.10596,2.315385,3.90943,0.8254983,2.406904,27.67756,22.59344,20.32787,5.553895,15.86421,6.049698,11.26318,10.14764,0.5279143,1.973464,7.135592,0.4196818,0.4311351,25.05437,13.91845,0.02696926,105.1381,349.6242
88,0.01895606,0.01111906,0.001432483,0.08156142,0.1010725,0.1703114,0.03096186,1.923646E-06,0.001946,0.0008655151,0.06464031,0.01658669,0.1352041,4.624159E-07,0.004894405,0.01986788,0.12234,0.0158557,0.09199839,2.849858E-06,0.0002121942,0.0006433543,0.001414779,0.002135959,0.02745181,2.042272E-06,5.512795E-05,0.0009859386,0.003430957,0.01474746,0.09190422,0.03240068,0.0175792,0.01434341,0.001054012,0.01109718,0.02555221,0.008437725,0.07038952,0.0001298244,0.009610453,0.06572699,0.04691979,0.003525013,0.04068572,1.106124,1.607229,1.760254,0.6279172,0.4703344,1.26841,0.16764,0.1425566,4.54476,24.03929,1.345487,0.2466601,1.006953,4.045997,0.3261915,1.113482,2.319932,3.916119,0.8359991,2.412803,27.70598,22.69111,20.45451,5.559988,15.98714,6.047242,11.2372,10.18816,0.5293729,2.042442,7.148348,0.4203512,0.4095674,24.05065,13.22069,0.02593976,105.3607,353.8875
89,0.01898171,0.01112713,0.001430276,0.08183067,0.1007007,0.1702255,0.03074873,4.08728E-06,0.001740543,0.0008676923,0.06638952,0.01666305,0.1347814,0,0.004876053,0.01992094,0.1230766,0.01600756,0.09225781,1.209734E-06,0.0002239542,0.0006168323,0.001453057,0.002158574,0.02750919,3.978418E-07,7.032395E-05,0.0009452579,0.003396601,0.01421697,0.09262765,0.0325303,0.01760754,0.01438986,0.001070929,0.01113476,0.02552486,0.008436634,0.07055873,0.0002501216,0.0121675,0.06616868,0.04696856,0.003484989,0.04090508,1.109579,1.612781,1.764461,0.6308135,0.4769395,1.272537,0.1687139,0.143144,4.553569,24.0713,1.354141,0.2428858,1.013203,4.11752,0.3298024,1.119824,2.326056,3.925296,0.8396317,2.42081,27.60985,22.74413,20.31005,5.51576,16.07826,6.054426,10.93654,10.08239,0.5249285,1.924264,7.226432,0.4210072,0.3914362,22.49262,12.26174,0.02517089,104.0747,352.816
90,0.01900771,0.01113705,0.001428396,0.08205391,0.1003404,0.1705076,0.03051355,3.728283E-06,0.001684431,0.0008807459,0.0683941,0.01673759,0.1355426,1.813104E-07,0.004853735,0.02005212,0.123757,0.01576604,0.09130535,6.92784E-07,0.0002129472,0.0006638049,0.001479067,0.002115599,0.02760832,1.140074E-06,6.672968E-05,0.0008626646,0.003579369,0.01349168,0.09344085,0.03266009,0.0176373,0.01444756,0.001087863,0.01117382,0.02549903,0.008452256,0.07072382,0.000442877,0.01921634,0.06665297,0.04709468,0.003443383,0.04110839,1.11251,1.617872,1.767358,0.6280434,0.4768201,1.274407,0.1698023,0.1438798,4.563755,24.20946,1.353765,0.2396214,1.00738,4.171868,0.3315236,1.123072,2.330185,3.935703,0.8331062,2.429057,27.26715,22.7103,19.83862,5.404703,16.08172,6.054792,10.35076,9.779741,0.5125332,1.770781,7.357508,0.4213189,0.3749069,22.04066,12.16928,0.02446963,101.1949,344.7485
91,0.01903406,0.01114854,0.00142678,0.08221913,0.09999447,0.1708885,0.0302552,6.422511E-06,0.001737226,0.0008889869,0.07023816,0.01680864,0.1371286,2.457752E-14,0.004887413,0.02000328,0.1243196,0.01532733,0.08993781,7.580782E-07,0.0002167109,0.0006917001,0.001478508,0.002132782,0.02770789,1.040536E-06,9.226616E-05,0.0009687754,0.003492336,0.01383836,0.09386705,0.03278952,0.01766936,0.01451139,0.001103876,0.01121181,0.02547485,0.008479085,0.07088386,0.0005194587,0.02360876,0.06712089,0.04726321,0.003415584,0.04127276,1.11419,1.621265,1.768615,0.6218386,0.4738539,1.274521,0.1708398,0.1446044,4.572877,24.42552,1.344356,0.2367804,0.9928952,4.227351,0.3302479,1.122838,2.328568,3.944692,0.8191448,2.43466,26.79299,22.61889,19.25122,5.277717,16.00983,6.043288,9.903429,9.463067,0.4976361,1.640349,7.487527,0.4215106,0.3657219,22.64223,12.64943,0.02422353,98.96691,334.2938
92,0.01906063,0.01116146,0.001425439,0.08232842,0.09966438,0.1712478,0.02997956,6.682598E-06,0.001822398,0.0008972892,0.07159224,0.01687646,0.1389531,0,0.004972801,0.02023189,0.1247526,0.01481646,0.08837774,1.615385E-06,0.0002125606,0.0007364043,0.001499566,0.002097842,0.02789116,8.973157E-07,0.0001021201,0.0008883068,0.003487226,0.0133822,0.09431656,0.03291862,0.01770269,0.01457761,0.00111871,0.0112472,0.02545177,0.008511527,0.07103821,0.0006335193,0.02636574,0.06755342,0.04743868,0.003408836,0.04138711,1.114209,1.622206,1.76801,0.6141696,0.4692562,1.273594,0.1717965,0.1452113,4.579761,24.67506,1.326946,0.2342484,0.9744752,4.291615,0.3261879,1.119802,2.319692,3.950948,0.8020852,2.437306,26.40261,22.51942,18.75057,5.178329,15.91267,6.027745,9.81627,9.284687,0.4878539,1.551097,7.560378,0.4222959,0.3671833,23.07285,12.89081,0.02434231,98.60355,326.6752
93,0.01891345,0.01089353,0.00142466,0.07976469,0.09838436,0.1670162,0.02879092,3.474312E-06,0.001803657,0.0008373139,0.07078827,0.01588173,0.1359192,2.349582E-08,0.004819132,0.01901021,0.1204794,0.01357403,0.08161543,1.520524E-06,0.0001839885,0.0006191717,0.001405825,0.002076691,0.02728743,1.683528E-06,0.0001001265,0.0008907496,0.003326217,0.01306816,0.09077775,0.03238254,0.01772083,0.01425839,0.001088787,0.01094151,0.02538139,0.008535044,0.07041765,0.0007971412,0.02681908,0.06528939,0.04664958,0.0032203,0.03902272,1.061544,1.536219,1.671127,0.5832419,0.456027,1.227152,0.1656429,0.1444494,4.410534,23.7049,1.220804,0.231764,0.936209,4.33597,0.3077749,1.075233,2.165804,3.935172,0.7563736,2.313843,24.58052,21.72245,17.65996,4.907424,15.21088,5.872607,9.638865,9.004151,0.469457,1.394592,7.408078,0.4145167,0.3837967,24.14867,13.85337,0.02535075,99.22835,322.2631
94,0.01877584,0.01076575,0.001423855,0.07859951,0.09713255,0.1649536,0.0280231,5.345343E-06,0.002066938,0.0008342881,0.07237044,0.01564771,0.1356795,5.630184E-09,0.004879124,0.01888394,0.1189827,0.01309399,0.07878584,1.741213E-06,0.0001807995,0.0006349175,0.001436412,0.002128852,0.02706373,4.646796E-07,9.303413E-05,0.0008877955,0.003450461,0.01297241,0.09100568,0.03183593,0.01770979,0.01410016,0.001086658,0.0108671,0.02520095,0.008541727,0.06980857,0.001683517,0.02582011,0.06464222,0.04602309,0.003216734,0.03840162,1.043829,1.506377,1.634412,0.5694025,0.4503473,1.207483,0.1645458,0.1430874,4.336764,23.58959,1.174852,0.2293387,0.9109858,4.362489,0.2968794,1.054568,2.115811,3.911187,0.738128,2.290857,24.55828,21.42555,17.45142,4.906962,14.99651,5.794735,9.922448,9.086703,0.4748062,1.388274,7.409173,0.4112524,0.4128506,24.52833,13.6811,0.02643781,100.8374,325.2645
95,0.01874697,0.01074068,0.001423071,0.07828377,0.09657884,0.1642888,0.02755439,3.5523E-06,0.002453436,0.0008602163,0.07379751,0.01561484,0.1368519,1.747258E-07,0.004896747,0.01891617,0.1188051,0.01312198,0.07793687,6.644539E-07,0.0001781002,0.0006146299,0.001494764,0.00214025,0.02708746,2.780006E-06,9.197973E-05,0.0008668639,0.003615479,0.0130355,0.09162879,0.03179193,0.01772373,0.01409522,0.001091541,0.01087252,0.02512225,0.008544435,0.06967642,0.001661297,0.02159525,0.06461155,0.04576324,0.003255325,0.03821788,1.036884,1.494391,1.621856,0.5673783,0.4507875,1.20305,0.1649177,0.1429924,4.307741,23.59905,1.160173,0.2268884,0.9048048,4.395789,0.291847,1.05014,2.100178,3.908204,0.7367062,2.290429,25.30651,21.3863,17.97106,5.136859,15.0577,5.814923,10.43696,9.38012,0.4940127,1.405244,7.459132,0.4098141,0.4450299,24.56156,13.48854,0.02700238,101.8453,329.6652
96,0.01768383,0.009861189,0.00142344,0.07139391,0.09066367,0.1465613,0.02456248,5.087773E-06,0.002391575,0.000760052,0.06647987,0.01392325,0.1308417,0,0.004852886,0.01640942,0.1026873,0.01200053,0.06863613,1.363085E-06,0.0002104213,0.0005682975,0.001388104,0.001990956,0.02533791,1.371525E-06,9.010253E-05,0.0008520824,0.003579574,0.01268409,0.08144931,0.0301669,0.0176062,0.01272203,0.001027024,0.01060068,0.02482752,0.008504654,0.0664006,0.0009282447,0.01439068,0.05798373,0.04259907,0.003047126,0.03476059,0.9593107,1.344116,1.427753,0.5350811,0.4477399,1.083374,0.15616,0.1359318,3.812862,19.90573,1.054535,0.2240691,0.8650942,4.273341,0.2673348,0.9385948,1.879972,3.777812,0.7001548,2.057089,22.53365,19.72409,17.07891,4.851262,13.81242,5.234281,9.626316,8.645926,0.458516,1.403409,7.277572,0.3682294,0.4646305,25.3965,14.92084,0.02673958,102.2516,332.3685
97,0.01744811,0.009675595,0.001422271,0.0698669,0.08924732,0.1427967,0.02362803,5.771506E-06,0.00225296,0.00076722,0.06769134,0.01352874,0.1293698,5.970378E-08,0.004822909,0.01624243,0.09992065,0.01207116,0.06831149,1.437386E-06,0.0002251537,0.0005324958,0.001416817,0.002070162,0.02520297,2.607303E-06,9.267815E-05,0.0009298187,0.003549408,0.01236771,0.08053504,0.02985071,0.01753508,0.01246742,0.0009966783,0.0105827,0.0247098,0.008475766,0.06550633,0.001060903,0.01123175,0.05678553,0.04172869,0.003038658,0.03406705,0.9447961,1.313795,1.38771,0.5342724,0.4535018,1.06268,0.1548536,0.1348934,3.708342,19.19872,1.053126,0.2213234,0.8683998,4.267272,0.2630148,0.9236194,1.84389,3.755723,0.7040694,2.019994,23.09443,19.47889,17.81795,5.10085,13.84141,5.180356,10.32142,9.107508,0.4866087,1.406981,7.379365,0.3597308,0.4690034,26.30528,14.76281,0.02601016,104.4083,340.6813
98,0.01739852,0.009644288,0.001420537,0.06954437,0.08870556,0.1416342,0.02318757,3.806664E-06,0.002390753,0.0008013287,0.06872156,0.01342868,0.1284859,8.882471E-08,0.004851488,0.01599689,0.09978116,0.01237587,0.07006718,1.399717E-06,0.0002209686,0.0006022765,0.001457151,0.002040708,0.02505172,1.916495E-06,8.690271E-05,0.0009432229,0.003575576,0.01246823,0.07995719,0.02977887,0.01746005,0.01242233,0.0009722062,0.01062396,0.02463285,0.008445873,0.06516718,0.003259597,0.008906889,0.05666778,0.04134116,0.003073266,0.03403712,0.9464934,1.311979,1.384597,0.5411142,0.4622401,1.062076,0.1553341,0.1350688,3.685136,19.03931,1.081705,0.2183292,0.8840919,4.304775,0.2648399,0.9281617,1.84506,3.755532,0.7169871,2.020578,24.33916,19.54162,19.03282,5.464342,14.27319,5.254617,11.32383,9.839216,0.5262815,1.416606,7.505398,0.3585325,0.4587854,26.26171,14.43796,0.0251359,106.2791,349.3883
99,0.0173943,0.009653273,0.001418795,0.06956095,0.08828712,0.1407977,0.02287312,1.366441E-06,0.002563437,0.0008285675,0.06982422,0.0134002,0.127372,1.243924E-07,0.004853294,0.01582073,0.09993286,0.01274274,0.07223886,1.879904E-06,0.0002424232,0.0006095229,0.001481754,0.002032967,0.02497883,2.650303E-06,9.06857E-05,0.0009683404,0.00345623,0.01218611,0.08021931,0.02972595,0.01737725,0.01239779,0.0009499944,0.01067718,0.02456482,0.008416681,0.06490461,0.002447405,0.007543047,0.05678314,0.04112213,0.003100005,0.03419511,0.9529846,1.317255,1.392051,0.549085,0.4721834,1.064126,0.1563085,0.1354851,3.681986,18.91725,1.123388,0.2151612,0.9050163,4.360029,0.2700236,0.9353157,1.847059,3.756162,0.7290651,2.021683,25.51011,19.63447,20.19376,5.72894,14.8112,5.382171,11.92664,10.46185,0.5589316,1.437824,7.621675,0.3583956,0.4385979,25.71036,14.12056,0.02457521,107.4112,354.7648
100,0.01741769,0.009683223,0.001417296,0.06974956,0.08793016,0.1403502,0.02262185,5.330767E-06,0.002119838,0.0008589908,0.07075273,0.01341101,0.1260218,8.116817E-08,0.00487854,0.01564752,0.1003006,0.01311266,0.07423069,1.713508E-06,0.0002363378,0.0006649541,0.001446455,0.002058296,0.02485029,1.925749E-06,9.102336E-05,0.0009039501,0.003626215,0.01182491,0.07999102,0.02968838,0.01729194,0.0123893,0.0009312572,0.01073748,0.02449855,0.008393289,0.06469619,0.004478464,0.006850346,0.05704505,0.04107257,0.003113518,0.03445202,0.9619917,1.327118,1.407024,0.5566849,0.482191,1.068998,0.1575281,0.136418,3.690754,18.86796,1.176024,0.2119913,0.9287201,4.420863,0.2781875,0.945377,1.848716,3.759079,0.7379226,2.024278,26.48835,19.7437,21.06978,5.816339,15.30738,5.569301,12.08514,10.86262,0.5758154,1.467978,7.72333,0.3590832,0.4138218,24.46318,13.38284,0.02420472,107.9508,355.7508
101,0.01745035,0.009719796,0.001416078,0.0699776,0.08760054,0.140382,0.0223755,4.67067E-06,0.001849564,0.0008785573,0.07198718,0.01343446,0.1248607,5.306065E-07,0.004884247,0.01549336,0.1008028,0.01325335,0.07494321,1.635396E-06,0.0002184454,0.0006913522,0.001416825,0.002023151,0.02470763,2.37914E-06,9.385571E-05,0.0009218622,0.003446727,0.01240579,0.07966005,0.02965762,0.01720816,0.0123936,0.0009158832,0.01079955,0.02443271,0.008382086,0.06450687,0.003473679,0.008982458,0.05743182,0.04115995,0.003107152,0.03473519,0.9711493,1.338657,1.425667,0.5618862,0.4893962,1.075339,0.1587998,0.1379998,3.707142,18.89999,1.231414,0.2090621,0.9495877,4.468889,0.2876373,0.9573518,1.849228,3.764631,0.7408397,2.029376,27.21987,19.83139,21.54623,5.735873,15.66895,5.770267,11.80433,10.99262,0.578874,1.492218,7.797912,0.3600363,0.3914208,22.78316,12.42023,0.0241334,107.1038,351.421
102,0.01748581,0.009758284,0.001415151,0.07016008,0.08729163,0.1407617,0.02211835,3.921194E-06,0.001982962,0.0008757903,0.07307298,0.01346151,0.1248181,2.257155E-07,0.004869366,0.01539672,0.1013624,0.01305007,0.07459928,2.972717E-06,0.0002125641,0.0007042021,0.001468101,0.001994411,0.02460025,2.283546E-06,9.108512E-05,0.0009605885,0.003587031,0.01242942,0.07937983,0.02963194,0.01712913,0.01241011,0.0009032123,0.010861,0.0243681,0.008386895,0.0643307,0.002584027,0.01479989,0.05789072,0.04133806,0.003095686,0.03501075,0.9795523,1.350292,1.444516,0.5617727,0.4901175,1.081808,0.1600395,0.1401652,3.729005,19.03901,1.282646,0.206569,0.9627861,4.497938,0.2966468,0.9698251,1.847575,3.7718,0.7347783,2.03572,27.59371,19.86044,21.54999,5.541593,15.84755,5.946003,11.1669,10.83993,0.5685912,1.503619,7.80945,0.3608991,0.3706998,22.29614,12.3335,0.02404323,104.5598,341.6291
103,0.01752215,0.00979701,0.001414465,0.07028429,0.08700359,0.1412432,0.02184783,4.620888E-06,0.002128641,0.0008961034,0.07390801,0.01348873,0.1255519,1.558589E-07,0.004849173,0.01528103,0.1018919,0.01267455,0.07390876,1.39241E-07,0.0001833439,0.0006638291,0.001467133,0.001989855,0.02453424,2.515754E-06,8.781356E-05,0.001002616,0.003608098,0.01232841,0.07901362,0.02961067,0.01705672,0.01243413,0.0008920993,0.01091927,0.02430547,0.00840238,0.06416807,0.001496826,0.01857991,0.05835841,0.04156969,0.003094847,0.03525412,0.986454,1.360785,1.461945,0.5582954,0.4881097,1.088568,0.1611854,0.1425723,3.752692,19.26082,1.325403,0.204519,0.9691247,4.528969,0.3038286,0.9816805,1.843026,3.778288,0.7220944,2.041239,27.7354,19.85802,21.25554,5.334126,15.88107,6.069362,10.62842,10.57837,0.5518521,1.503291,7.7475,0.361988,0.357436,22.86924,12.80631,0.02426305,102.3796,331.4697
104,0.01755873,0.009835573,0.001414049,0.07034952,0.08673758,0.1417246,0.02157159,6.585581E-06,0.001955213,0.0009038609,0.07516656,0.01351638,0.1264909,1.933501E-08,0.004814973,0.01513845,0.1023619,0.01223637,0.07304498,2.239439E-06,0.0002007447,0.0006190392,0.001480174,0.001960139,0.02448154,1.085575E-06,0.0001038226,0.001011956,0.003522473,0.01274229,0.0791701,0.02959429,0.01699075,0.01246234,0.000882176,0.0109732,0.02424484,0.008423284,0.06402024,0.001355281,0.02019878,0.05881106,0.04181764,0.003111808,0.03545312,0.9914635,1.369318,1.477092,0.5532914,0.4847081,1.095641,0.1622102,0.1449783,3.775881,19.52377,1.357562,0.2028539,0.9715496,4.569838,0.3090332,0.9921508,1.835795,3.782984,0.706916,2.045536,27.86453,19.85656,20.8691,5.174527,15.84552,6.13536,10.42941,10.35096,0.5369974,1.500375,7.636837,0.3637457,0.3549544,23.2537,13.01865,0.02476212,101.7368,325.5603
105,0.01759499,0.009874075,0.001413889,0.07034806,0.08649216,0.1421104,0.02128297,4.814481E-06,0.002515262,0.0009180428,0.07634772,0.013546,0.1278059,2.596854E-07,0.004835032,0.01494148,0.1028028,0.01182521,0.07208361,9.58677E-07,0.000195317,0.0006958495,0.00140543,0.001905549,0.02445097,1.358234E-06,9.596595E-05,0.001001903,0.003601882,0.01251054,0.08007292,0.02958341,0.01693008,0.01249802,0.0008730085,0.01102261,0.02418602,0.008441104,0.06388847,0.0007085867,0.0220288,0.05924877,0.04197386,0.003170678,0.03560849,0.9944841,1.375688,1.489765,0.5489845,0.4801835,1.102332,0.163119,0.1472701,3.795379,19.83523,1.379415,0.2015046,0.9692132,4.615667,0.3119828,1.000633,1.82591,3.786279,0.6892676,2.049242,27.97206,19.85853,20.4274,5.053765,15.78678,6.151881,10.4068,10.14973,0.5266767,1.498982,7.522879,0.3656618,0.3664013,23.98423,13.37059,0.02606698,101.7294,323.7273
106,0.01763086,0.009912647,0.00141406,0.07031412,0.08626668,0.1423765,0.02099056,3.41137E-06,0.002522423,0.0009379497,0.07772899,0.01358013,0.1291157,0,0.004900889,0.01481357,0.103216,0.01156705,0.07110088,2.755161E-06,0.0002160182,0.0007136388,0.001370833,0.001966001,0.02440366,5.597404E-07,0.0001072633,0.001019218,0.003464689,0.01264165,0.07982498,0.02957795,0.01687411,0.01253466,0.0008644623,0.0110675,0.02412926,0.008450339,0.06377286,0.0008986794,0.02103765,0.05966716,0.04204988,0.003246171,0.03572856,0.995599,1.379969,1.500368,0.5465591,0.4768301,1.108915,0.1639337,0.1494253,3.811307,20.08361,1.393696,0.2001393,0.9708882,4.644729,0.3149286,1.009196,1.817496,3.788929,0.678664,2.053444,28.42016,19.8954,20.21659,5.050876,15.76356,6.140316,10.52402,10.01941,0.5215039,1.510874,7.423097,0.3667364,0.3831996,24.15575,13.33402,0.02741531,102.2831,326.0312
107,0.01766643,0.00995112,0.001414629,0.07030164,0.08606132,0.1425291,0.02071071,3.522754E-06,0.002160524,0.0009603843,0.07890103,0.01362004,0.1302841,3.390235E-07,0.004845492,0.01468739,0.10364,0.01167958,0.07120673,3.740764E-06,0.0001937347,0.0006382024,0.001438898,0.00194542,0.02431119,5.377769E-07,0.0001013747,0.001042384,0.00354015,0.0129232,0.07979863,0.02957723,0.01682256,0.01256406,0.0008567194,0.01110914,0.02407466,0.008447251,0.06367309,0.0007811343,0.01728875,0.06002314,0.04209216,0.003315228,0.03583988,0.9959322,1.383488,1.510254,0.548669,0.4778209,1.11606,0.1647112,0.1514054,3.825064,20.21229,1.407534,0.1986002,0.9804285,4.656277,0.3196966,1.019861,1.814562,3.791252,0.6786193,2.057168,29.0784,19.96585,20.29719,5.151801,15.77368,6.112336,10.62057,9.930439,0.5183861,1.527843,7.357352,0.3660678,0.3990768,24.19414,13.35116,0.02818275,102.5208,329.7189
