"<HEADER software/>"
EwEVersion,"6.7.0.17922 (compiled 8/29/2022)"
Date,"10/26/2022 12:32:43 PM"
"<HEADER ecopath/>"
ModelName,"WFS EwE 2.09"
"<HEADER ecosim/>"
EcosimScenario,sim12_fit97v_ecospace_Vs
TimeSeries,-
StartYear,1985
"<HEADER ecospace/>"
EcospaceScenario,"sp1_ecospace diagnostics"
MapRows,34
MapCols,40
MapCellLength,18.52216
MapCellSize,0.1666667
MapLatitude,30.5823
MapLongitude,-87.5833
NoActiveCells,975
EcoSpaceTimeStepLength,0.0833333333333333
CoordinateSystemWKT),"GEOGCS['WGS 84', DATUM['WGS_1984', SPHEROID['WGS 84',6378137,298.257223563, AUTHORITY['EPSG','7030']], AUTHORITY['EPSG','6326']], PRIMEM['Greenwich',0, AUTHORITY['EPSG','8901']], UNIT['degree',0.01745329251994328, AUTHORITY['EPSG','9122']], AUTHORITY['EPSG','4326']]"
"Layer 1 Primary Production",PP
"Layer 1 SST",SST
"Layer 2 SBT",SBT
"Layer 3 SSS",SSS
"Layer 5 Red tide",complete_red_tide
"<HEADER end/>"
Max Age,134
Timestep, Region,"Spanish mackerel juv"_0,"Spanish mackerel juv"_1,"Spanish mackerel juv"_2,"Spanish mackerel juv"_3,"Spanish mackerel juv"_4,"Spanish mackerel juv"_5,"Spanish mackerel juv"_6,"Spanish mackerel juv"_7,"Spanish mackerel juv"_8,"Spanish mackerel juv"_9,"Spanish mackerel juv"_10,"Spanish mackerel juv"_11,"Spanish mackerel adult"_12,"Spanish mackerel adult"_13,"Spanish mackerel adult"_14,"Spanish mackerel adult"_15,"Spanish mackerel adult"_16,"Spanish mackerel adult"_17,"Spanish mackerel adult"_18,"Spanish mackerel adult"_19,"Spanish mackerel adult"_20,"Spanish mackerel adult"_21,"Spanish mackerel adult"_22,"Spanish mackerel adult"_23,"Spanish mackerel adult"_24,"Spanish mackerel adult"_25,"Spanish mackerel adult"_26,"Spanish mackerel adult"_27,"Spanish mackerel adult"_28,"Spanish mackerel adult"_29,"Spanish mackerel adult"_30,"Spanish mackerel adult"_31,"Spanish mackerel adult"_32,"Spanish mackerel adult"_33,"Spanish mackerel adult"_34,"Spanish mackerel adult"_35,"Spanish mackerel adult"_36,"Spanish mackerel adult"_37,"Spanish mackerel adult"_38,"Spanish mackerel adult"_39,"Spanish mackerel adult"_40,"Spanish mackerel adult"_41,"Spanish mackerel adult"_42,"Spanish mackerel adult"_43,"Spanish mackerel adult"_44,"Spanish mackerel adult"_45,"Spanish mackerel adult"_46,"Spanish mackerel adult"_47,"Spanish mackerel adult"_48,"Spanish mackerel adult"_49,"Spanish mackerel adult"_50,"Spanish mackerel adult"_51,"Spanish mackerel adult"_52,"Spanish mackerel adult"_53,"Spanish mackerel adult"_54,"Spanish mackerel adult"_55,"Spanish mackerel adult"_56,"Spanish mackerel adult"_57,"Spanish mackerel adult"_58,"Spanish mackerel adult"_59,"Spanish mackerel adult"_60,"Spanish mackerel adult"_61,"Spanish mackerel adult"_62,"Spanish mackerel adult"_63,"Spanish mackerel adult"_64,"Spanish mackerel adult"_65,"Spanish mackerel adult"_66,"Spanish mackerel adult"_67,"Spanish mackerel adult"_68,"Spanish mackerel adult"_69,"Spanish mackerel adult"_70,"Spanish mackerel adult"_71,"Spanish mackerel adult"_72,"Spanish mackerel adult"_73,"Spanish mackerel adult"_74,"Spanish mackerel adult"_75,"Spanish mackerel adult"_76,"Spanish mackerel adult"_77,"Spanish mackerel adult"_78,"Spanish mackerel adult"_79,"Spanish mackerel adult"_80,"Spanish mackerel adult"_81,"Spanish mackerel adult"_82,"Spanish mackerel adult"_83,"Spanish mackerel adult"_84,"Spanish mackerel adult"_85,"Spanish mackerel adult"_86,"Spanish mackerel adult"_87,"Spanish mackerel adult"_88,"Spanish mackerel adult"_89,"Spanish mackerel adult"_90,"Spanish mackerel adult"_91,"Spanish mackerel adult"_92,"Spanish mackerel adult"_93,"Spanish mackerel adult"_94,"Spanish mackerel adult"_95,"Spanish mackerel adult"_96,"Spanish mackerel adult"_97,"Spanish mackerel adult"_98,"Spanish mackerel adult"_99,"Spanish mackerel adult"_100,"Spanish mackerel adult"_101,"Spanish mackerel adult"_102,"Spanish mackerel adult"_103,"Spanish mackerel adult"_104,"Spanish mackerel adult"_105,"Spanish mackerel adult"_106,"Spanish mackerel adult"_107,"Spanish mackerel adult"_108,"Spanish mackerel adult"_109,"Spanish mackerel adult"_110,"Spanish mackerel adult"_111,"Spanish mackerel adult"_112,"Spanish mackerel adult"_113,"Spanish mackerel adult"_114,"Spanish mackerel adult"_115,"Spanish mackerel adult"_116,"Spanish mackerel adult"_117,"Spanish mackerel adult"_118,"Spanish mackerel adult"_119,"Spanish mackerel adult"_120,"Spanish mackerel adult"_121,"Spanish mackerel adult"_122,"Spanish mackerel adult"_123,"Spanish mackerel adult"_124,"Spanish mackerel adult"_125,"Spanish mackerel adult"_126,"Spanish mackerel adult"_127,"Spanish mackerel adult"_128,"Spanish mackerel adult"_129,"Spanish mackerel adult"_130,"Spanish mackerel adult"_131,"Spanish mackerel adult"_132,"Spanish mackerel adult"_133,"Spanish mackerel adult"_134
181,2,0.4142083,0.3969024,0.3729286,0.3388533,0.2974611,0.2761086,0.2575034,0.2371917,0.220978,0.2068658,0.1914287,0.1745564,0.1496794,0.1454565,0.1364232,0.136274,0.1242976,0.1098364,0.112324,0.1012403,0.09363393,0.08798926,0.08153684,0.0608472,0.04887995,0.04585768,0.04152692,0.0396953,0.03775903,0.0342246,0.03209731,0.02882506,0.02507091,0.02487878,0.02376273,0.02126346,0.02266105,0.01929865,0.01722978,0.01867828,0.01516817,0.0167146,0.01479528,0.01351502,0.01306206,0.01183664,0.01095948,0.009613723,0.008887997,0.008937101,0.008817217,0.008700561,0.008057993,0.007334088,0.006512856,0.005803316,0.005498243,0.005427102,0.00544833,0.003923841,0.00513254,0.004817014,0.003872027,0.003973722,0.003994121,0.003701314,0.003323026,0.003606655,0.003316379,0.00297607,0.002530172,0.002411861,0.002720927,0.002492839,0.002210308,0.002122736,0.001998354,0.001416638,0.00169054,0.001492092,0.001458115,0.001440554,0.001326624,0.00106595,0.00107021,0.001049769,0.0009307366,0.00087399,0.0008321729,0.0007736331,0.0006971417,0.0007052781,0.0006235868,0.0006408568,0.0005694875,0.0005025273,0.0004982102,0.0004118944,0.0004184617,0.0003941836,0.000361356,0.0003454228,0.0003322849,0.000290886,0.0003151748,0.0002898556,0.0002774227,0.0002522174,0.0002673331,0.0002622477,0.0002534087,0.0002314481,0.0001943951,0.0002168478,0.0002045973,0.0001968863,0.0001817143,0.0001875961,0.0001701859,0.0002073872,0.0001705525,0.0001207168,0.0001456333,0.0001335304,0.000121882,0.0001390153,0.000118641,0.000109616,9.648461E-05,9.862217E-05,8.891941E-05,9.273112E-05,8.197613E-05,6.779013E-05,6.331476E-05
182,2,0.4003232,0.3476721,0.3192956,0.3008832,0.2769764,0.2387626,0.2120646,0.2023553,0.1857563,0.1723027,0.1604971,0.1512192,0.1337529,0.1249098,0.1270741,0.1041215,0.1054213,0.1001185,0.08774934,0.0885226,0.07675775,0.07160392,0.06776041,0.06497449,0.05742867,0.04698043,0.04377548,0.03901867,0.03731356,0.03553457,0.03189889,0.02960913,0.02689864,0.02365081,0.02253814,0.0216199,0.02036997,0.021438,0.01906667,0.01667635,0.01682787,0.01380428,0.01538186,0.01409556,0.01335841,0.01249273,0.01087255,0.01049288,0.00873341,0.008747494,0.008430272,0.008635445,0.008181604,0.007917665,0.006799724,0.006285729,0.005695338,0.005358268,0.005104073,0.005240197,0.003658862,0.005008711,0.004457136,0.003589461,0.003644866,0.003556831,0.003551657,0.003034664,0.00338964,0.003098163,0.002974848,0.002331643,0.002312008,0.002599056,0.00240326,0.00211194,0.002027892,0.001785641,0.001335297,0.001626396,0.001408241,0.001381091,0.001383229,0.001298387,0.001089379,0.0009837185,0.001013016,0.0008548339,0.0008307093,0.0008009324,0.0007336573,0.0007020907,0.0006692057,0.0006052841,0.0006033278,0.0005556782,0.0004647585,0.0004813075,0.0004251988,0.000396601,0.0003769793,0.0003607905,0.0003294966,0.0003153521,0.0002708948,0.0002997865,0.0002748332,0.00026066,0.0002487359,0.0002462893,0.000255805,0.0002403126,0.0002144009,0.0001867579,0.0002127325,0.0001891615,0.0001973564,0.0001742079,0.0001710879,0.0001611721,0.0001946081,0.0001627891,0.0001136122,0.0001416772,0.0001292438,0.0001167345,0.0001308979,0.0001085292,0.0001081715,9.348053E-05,9.420111E-05,8.248027E-05,8.606595E-05,7.49413E-05,6.276128E-05
183,2,0.4265179,0.3708906,0.3244279,0.2915535,0.2831469,0.2594677,0.2206529,0.206254,0.1876683,0.1809518,0.1611286,0.1551849,0.1413436,0.1293088,0.1177479,0.1203499,0.1009368,0.1040828,0.09482949,0.08575195,0.0864853,0.07231807,0.07180476,0.0672822,0.06135618,0.05387947,0.04686785,0.03987528,0.0391259,0.03568292,0.03463362,0.03127031,0.02676557,0.02549724,0.02308919,0.02179278,0.02037238,0.01897323,0.02063367,0.01873723,0.01620616,0.01608796,0.01378788,0.01542188,0.0138446,0.01264675,0.01150978,0.01063675,0.0101525,0.008675446,0.008071361,0.008079233,0.008035026,0.007762589,0.007632209,0.006411515,0.005991173,0.005278136,0.005245241,0.004858232,0.004957276,0.003601174,0.004802589,0.004330219,0.003524969,0.003400838,0.00352549,0.003297165,0.002992862,0.00321944,0.003011042,0.002765966,0.002194909,0.002275825,0.002537046,0.002339606,0.00208966,0.001900127,0.001790337,0.001256642,0.001630462,0.001343931,0.001313034,0.001303217,0.001243946,0.001052572,0.0009507749,0.0009634022,0.0008017175,0.0007903324,0.0007876024,0.0007205992,0.0006398586,0.0006787722,0.0005664988,0.0005964558,0.0005458465,0.0004537704,0.0004560787,0.0004090395,0.000375126,0.0003710299,0.0003461293,0.0003293804,0.00030463,0.0002640872,0.0002860884,0.0002570385,0.0002385784,0.0002422468,0.0002482983,0.0002432889,0.0002252849,0.0002081808,0.0001739874,0.000197352,0.0001832294,0.0001872996,0.000169308,0.0001721528,0.0001514356,0.0001872841,0.000157243,0.0001108116,0.0001316981,0.0001212651,0.0001139448,0.0001258431,0.0001070737,0.0001000314,9.240852E-05,9.191446E-05,8.052524E-05,8.450092E-05,7.285339E-05
184,2,0.3746622,0.3963527,0.3527453,0.3040521,0.2728234,0.2512758,0.2443218,0.2092812,0.1882838,0.176592,0.1645351,0.1493929,0.1388865,0.1344902,0.1268794,0.1106455,0.1160595,0.09746722,0.09999477,0.09116301,0.08080838,0.0815743,0.07225712,0.06800569,0.06357807,0.06029748,0.0515223,0.04414072,0.03967788,0.03761661,0.0348275,0.03302065,0.02933075,0.02651123,0.02429236,0.02218349,0.02101498,0.02023253,0.01875687,0.01991547,0.01743097,0.0154007,0.0156148,0.01311533,0.01452112,0.01303677,0.01210965,0.01113491,0.009967998,0.009884464,0.008426806,0.008179908,0.007785014,0.007484906,0.007399464,0.007325779,0.006133316,0.005897757,0.005210561,0.00497199,0.004670844,0.004734181,0.00330771,0.00460995,0.004300833,0.003539272,0.003292697,0.003383232,0.003168913,0.002954509,0.003069217,0.002898851,0.002673515,0.002189143,0.002158942,0.00231762,0.002171713,0.002009928,0.0018163,0.001661115,0.001298372,0.001512058,0.001319474,0.001240316,0.001300945,0.001122447,0.001007409,0.0009509901,0.0008673389,0.0007481222,0.0007557914,0.0007615685,0.0006641555,0.000625004,0.0006360754,0.0005494504,0.0005494053,0.0005178949,0.0004297585,0.0004519818,0.0003814782,0.0003613082,0.0003562509,0.0003198317,0.0003171606,0.00028766,0.0002665073,0.00026301,0.0002534063,0.000226988,0.0002282235,0.0002236291,0.0002395459,0.0002175574,0.0001959407,0.0001698078,0.0001936861,0.0001751737,0.0001844599,0.0001627238,0.0001694871,0.0001428669,0.0001797725,0.0001536559,0.0001129454,0.0001297627,0.0001174301,0.0001091438,0.000122362,9.881608E-05,0.0001009502,8.525377E-05,8.9587E-05,7.878956E-05,8.121027E-05
185,2,0.4140604,0.3682737,0.3686773,0.3293315,0.2824073,0.2549731,0.2355461,0.2332393,0.2063746,0.1750091,0.1641132,0.1462243,0.1348404,0.1283013,0.1290993,0.125579,0.1067554,0.109601,0.09410112,0.09642909,0.08632784,0.07862201,0.07776078,0.06600253,0.06412654,0.0605271,0.05696511,0.05062937,0.04180856,0.03759975,0.03614335,0.03429108,0.03066555,0.02783801,0.02580969,0.02276994,0.02179537,0.02050307,0.01940525,0.01766692,0.01866319,0.01686228,0.01445552,0.01533497,0.01231284,0.0136024,0.01224585,0.0120786,0.01061562,0.009576388,0.009705059,0.00842566,0.007387518,0.007881782,0.006975307,0.007153743,0.007136791,0.005981448,0.005508252,0.004794647,0.004645245,0.004528692,0.004682813,0.003150831,0.004464963,0.004119408,0.003356232,0.003327478,0.003192686,0.003034211,0.002869285,0.002957465,0.002559788,0.002518062,0.002096418,0.002093802,0.002264328,0.002083336,0.001860827,0.001676004,0.001686405,0.001214301,0.001408313,0.001301078,0.001227413,0.001292316,0.00111289,0.0009829602,0.0008946539,0.0008647416,0.0007254441,0.0007514667,0.0007452863,0.0006473573,0.0006041095,0.0006137529,0.0004974656,0.0005286812,0.0005108134,0.0004159906,0.0004266803,0.0003792282,0.0003531997,0.0003413751,0.0003167369,0.0003071434,0.0002766833,0.0002534464,0.0002579021,0.0002464775,0.0002170213,0.0002279885,0.0002066573,0.0002153175,0.000217792,0.000200368,0.0001715889,0.000184033,0.0001558931,0.0001735777,0.0001582939,0.000157897,0.0001341675,0.0001751865,0.000141347,0.0001116716,0.0001231729,0.0001168308,0.0001048286,0.0001159521,9.618972E-05,9.542073E-05,8.13162E-05,8.387944E-05,7.500139E-05
186,2,0.3976742,0.3927069,0.3454171,0.3441147,0.3033908,0.2662805,0.2384744,0.2198254,0.2122365,0.1844582,0.1580485,0.1517316,0.1363508,0.1304303,0.1230421,0.1208573,0.118814,0.1030274,0.1044674,0.09262981,0.09126992,0.08335687,0.07557156,0.07312825,0.06365345,0.06247903,0.05728934,0.05385856,0.04998187,0.03947009,0.03585402,0.03379531,0.03318804,0.03045323,0.02675828,0.02462705,0.02130048,0.02077639,0.01960387,0.01866561,0.01706669,0.01801098,0.01590508,0.01425759,0.01482368,0.0124244,0.01339563,0.0121273,0.01122984,0.01013114,0.009311087,0.009030836,0.00775124,0.007256206,0.00749583,0.00670394,0.006988426,0.006582942,0.005578145,0.005434513,0.00482571,0.004506115,0.004299326,0.004365772,0.003192979,0.004276611,0.003998944,0.003147839,0.003180872,0.002950132,0.003019365,0.002841858,0.002997641,0.002489801,0.002492777,0.002124716,0.001998374,0.002082069,0.00209544,0.001835205,0.001646006,0.001612414,0.001195342,0.001298582,0.001260634,0.001165375,0.001187886,0.001000475,0.0009250222,0.0008669517,0.0008101888,0.00072461,0.0007478317,0.0007127047,0.000622421,0.0005815823,0.0005608487,0.0004944508,0.0005002482,0.000499572,0.0003948618,0.0004188269,0.0003592563,0.000343746,0.0003282546,0.000309045,0.0002993593,0.0002666343,0.0002279429,0.0002481067,0.0002247511,0.0002063683,0.0002258702,0.000212208,0.0002064498,0.0002115076,0.0001859236,0.0001605365,0.0001797477,0.0001578447,0.0001664578,0.0001453081,0.0001517189,0.0001242696,0.0001683549,0.0001448015,9.921955E-05,0.000121764,0.0001071598,0.000100814,0.0001074058,9.208283E-05,8.996209E-05,7.775001E-05,7.73784E-05
187,2,0.412122,0.3744635,0.3607539,0.325711,0.3156374,0.2822207,0.2411379,0.2181165,0.2166912,0.1938399,0.1684695,0.1500181,0.135784,0.13093,0.1200412,0.1202713,0.1145965,0.1117218,0.09695017,0.1008895,0.08841023,0.08663157,0.08059055,0.07156458,0.07188164,0.06289104,0.06091195,0.0573598,0.05296732,0.04789248,0.03901281,0.03494052,0.03247292,0.03078194,0.02799941,0.02590414,0.02429174,0.02128471,0.01958845,0.01941575,0.01736936,0.01651026,0.01774832,0.01517505,0.01361463,0.01420858,0.01182435,0.01291275,0.01153467,0.01081522,0.009878955,0.008621198,0.008744004,0.007932205,0.007274869,0.006973478,0.006773181,0.006497364,0.006451518,0.005430144,0.00514698,0.004662989,0.004424662,0.004065064,0.004294725,0.003058579,0.004278284,0.003810445,0.003072354,0.003071827,0.002933068,0.002872393,0.002647808,0.002977114,0.002418736,0.002320176,0.002024406,0.00203237,0.002016024,0.001977852,0.001747756,0.001596496,0.001579966,0.001159045,0.00129035,0.001215744,0.001087923,0.001103882,0.0009608996,0.000887299,0.0008168283,0.0007976643,0.0006590271,0.0007067297,0.0006930543,0.0005619064,0.0005621754,0.0005533348,0.0004749282,0.0004869059,0.0004594362,0.000393519,0.0003751072,0.0003415617,0.000336084,0.0003168609,0.0002935973,0.0002841687,0.0002553392,0.0002256401,0.0002453665,0.0002284831,0.0002022013,0.0002100281,0.0002018861,0.0001939241,0.0001999561,0.0001808164,0.0001547274,0.0001696163,0.0001492594,0.0001566575,0.0001472398,0.0001387819,0.0001237607,0.0001618586,0.0001442707,9.55002E-05,0.000115248,0.0001021113,9.995166E-05,0.0001042864,8.902544E-05,8.70549E-05,7.586321E-05
188,2,0.3954574,0.3727789,0.3486832,0.3389024,0.3060429,0.2932408,0.2616188,0.22362,0.2050055,0.1968787,0.1757111,0.1605491,0.1391354,0.130297,0.1248766,0.1195755,0.1186133,0.1110891,0.1069687,0.09538125,0.09395831,0.08286418,0.08524039,0.07958966,0.06959498,0.06750501,0.06039549,0.06092157,0.05468301,0.05137071,0.04677605,0.03840714,0.03220958,0.03218,0.02978784,0.02819217,0.0239409,0.0229441,0.01976982,0.0185404,0.0183084,0.01737006,0.01600324,0.01732486,0.01433736,0.01309038,0.01362294,0.01148286,0.0123786,0.01126351,0.01017344,0.009674977,0.008332062,0.00809903,0.007460971,0.006892314,0.006748711,0.006418975,0.006335054,0.006210624,0.005118843,0.005038161,0.004411064,0.004354777,0.003877821,0.004043084,0.003069113,0.00403933,0.003626074,0.003184584,0.002839828,0.002669276,0.002793041,0.002514058,0.002742535,0.002321589,0.002270736,0.001909876,0.001973338,0.00186642,0.001854781,0.001663489,0.001482771,0.001507039,0.001167635,0.00122981,0.001111783,0.001025351,0.001106187,0.0009640469,0.0008390806,0.0008068308,0.0007573886,0.0006585243,0.0006708361,0.0006533808,0.0005761281,0.0005492311,0.000526363,0.0004557958,0.0004649183,0.0004303242,0.0003683339,0.0003835971,0.0003269834,0.0003325644,0.00029992,0.0002827343,0.0002802767,0.0002416208,0.0002318619,0.000241185,0.0002191221,0.0001917162,0.0002048088,0.000197345,0.0001904759,0.0001921661,0.0001746281,0.0001426576,0.0001596615,0.0001436035,0.0001503269,0.0001333652,0.0001352564,0.000112603,0.0001531647,0.0001407429,9.39983E-05,0.0001112368,0.0001011723,9.21511E-05,0.0001015348,8.894737E-05,8.027841E-05
189,2,0.3870747,0.3644904,0.3340774,0.3165626,0.3117465,0.279589,0.2678045,0.2440606,0.2038126,0.1905607,0.1832117,0.1623251,0.1497558,0.1318001,0.1253577,0.1204616,0.115458,0.1126994,0.1057363,0.1007774,0.09092934,0.09119901,0.08185942,0.07921345,0.07603099,0.06467564,0.06462264,0.06000279,0.05856803,0.05328435,0.04936389,0.04508458,0.03553701,0.03203787,0.03059424,0.02810698,0.02665325,0.02314683,0.02207353,0.01908591,0.01732282,0.01710222,0.01613656,0.01491108,0.01642521,0.01373589,0.0123233,0.01334953,0.01091885,0.01194995,0.01067062,0.009705378,0.009547208,0.0080614,0.007820675,0.007244249,0.006432489,0.006508578,0.006135615,0.00606846,0.005746899,0.004948785,0.004817784,0.004260484,0.004271109,0.003795003,0.003907403,0.003041569,0.00393695,0.003486624,0.002900042,0.002825529,0.00243923,0.002798736,0.002392462,0.002531056,0.002239392,0.002138269,0.001856144,0.001805027,0.001806387,0.001834183,0.001654686,0.001456324,0.001440414,0.001141057,0.00116423,0.001103499,0.0009705017,0.00103951,0.0008861132,0.000830074,0.0007104115,0.0007644339,0.0006643899,0.0006647824,0.0006016557,0.0005497907,0.0004888854,0.0005046024,0.000424001,0.0004411821,0.0004201489,0.0003513175,0.0003513039,0.0003116958,0.000301288,0.0002886849,0.0002791756,0.0002672811,0.0002294957,0.0002193654,0.0002218494,0.0002087658,0.0001896913,0.0001961925,0.0001985935,0.0001878147,0.0001791015,0.0001697348,0.0001439926,0.0001482842,0.0001396808,0.0001447275,0.0001371934,0.0001271072,0.0001173989,0.0001469478,0.0001333947,8.760862E-05,0.0001025119,9.179128E-05,8.847808E-05,9.624453E-05,8.322548E-05
190,2,0.3839683,0.3636235,0.3396471,0.3129481,0.2923403,0.2872786,0.2590256,0.2497212,0.2261178,0.1917271,0.1692839,0.1656582,0.1530119,0.1392423,0.125754,0.1243609,0.1164938,0.1116229,0.1091298,0.1032334,0.0972003,0.0896114,0.08578512,0.07775065,0.07892144,0.07151225,0.06444712,0.0637238,0.05626232,0.0569202,0.05084761,0.04694677,0.0427824,0.03531702,0.03243048,0.03013431,0.0277618,0.02546817,0.02335849,0.02164852,0.01875227,0.01690781,0.01777745,0.01543108,0.01467354,0.01583188,0.01333567,0.01187275,0.01283005,0.01028206,0.01158879,0.0102606,0.009166154,0.008705624,0.00774855,0.007591574,0.006870393,0.006461362,0.006228961,0.005930396,0.005899346,0.005599875,0.004719867,0.004791473,0.004015746,0.004130814,0.003623425,0.0037272,0.002903855,0.003603776,0.003240746,0.00285559,0.0027216,0.002520226,0.002647212,0.00229643,0.002446374,0.002201467,0.002098894,0.001710329,0.001676494,0.001772395,0.001697871,0.00160973,0.001448936,0.001380339,0.001070298,0.001064547,0.001101639,0.000975614,0.0009674983,0.0008562846,0.0007855492,0.0006749415,0.0007273287,0.0005935904,0.0006487938,0.0006092364,0.0005378592,0.0004469092,0.0005010857,0.0004021543,0.0004149578,0.0003802865,0.0003336882,0.0003488004,0.0003115586,0.0002924265,0.0002797996,0.0002665255,0.0002592119,0.0002268749,0.0002063179,0.0002089746,0.0001975375,0.0001769237,0.0001929943,0.0001872782,0.0001796364,0.0001828302,0.0001579402,0.0001376181,0.0001428077,0.0001314001,0.0001357774,0.0001280192,0.0001272179,0.0001115624,0.0001443177,0.0001249879,8.98557E-05,0.0001032689,9.14189E-05,8.770479E-05,9.382358E-05
191,2,0.3622335,0.3572217,0.3415604,0.3103649,0.2962427,0.2755651,0.265117,0.2350158,0.234429,0.2101844,0.175516,0.1557411,0.1517447,0.1453256,0.1343661,0.1240871,0.120274,0.1129013,0.1034572,0.1043574,0.09884217,0.0902921,0.08659881,0.08476275,0.07467875,0.07525925,0.06880679,0.06044407,0.06055115,0.05564754,0.05479006,0.0487994,0.04647681,0.04195686,0.03428458,0.02985812,0.02891834,0.02677467,0.02493421,0.02266258,0.02069894,0.01806708,0.01647597,0.0157859,0.01479082,0.01424754,0.01516498,0.01260376,0.01117164,0.01236758,0.01018408,0.01145068,0.009837702,0.008926163,0.008562541,0.007283096,0.007289125,0.006946889,0.006201047,0.005998696,0.005774842,0.005701545,0.005457905,0.004464629,0.004497868,0.003964528,0.003871107,0.003485865,0.003514156,0.00281345,0.00349274,0.003122851,0.002774341,0.002620546,0.002448015,0.002581484,0.002293842,0.002299252,0.002032106,0.001967149,0.00165349,0.001633251,0.00167232,0.001609216,0.001504125,0.001366358,0.001311866,0.001046244,0.001012597,0.00106112,0.0009775324,0.000965931,0.0007677142,0.0007916003,0.0006511768,0.0006936861,0.000564733,0.0006257514,0.0005872284,0.0005216536,0.0004468529,0.0004667067,0.0003965088,0.0003864623,0.0003682053,0.0003089157,0.0003300504,0.0002953386,0.0002947858,0.0002645726,0.0002555353,0.0002416432,0.0002221774,0.0002073581,0.0002049463,0.0001934492,0.0001787224,0.0001789301,0.0001760114,0.0001742975,0.0001739525,0.0001529396,0.0001334575,0.0001387033,0.0001233147,0.0001369806,0.0001236278,0.0001211931,0.0001053395,0.00013616,0.0001173055,8.755789E-05,9.745554E-05,8.562889E-05,8.469594E-05
192,2,0.3835008,0.3504865,0.3308243,0.3190426,0.3025973,0.2794333,0.2502116,0.2532346,0.2265908,0.2184547,0.1903494,0.1626385,0.1441587,0.1446212,0.1401419,0.1267217,0.1175933,0.1152984,0.1087943,0.1026013,0.1027017,0.09374815,0.08756588,0.07946401,0.08153456,0.07088833,0.07249899,0.06608582,0.05763705,0.05740092,0.05270351,0.05259062,0.04696938,0.04429094,0.04009803,0.03189318,0.02746042,0.02737017,0.02454911,0.02374297,0.02145133,0.02002895,0.016984,0.01586578,0.0158948,0.0144055,0.0132601,0.01488528,0.01188246,0.01128849,0.01197964,0.009405483,0.010782,0.009178425,0.008389815,0.008325794,0.006919369,0.00672575,0.006498007,0.006167898,0.005747721,0.005440336,0.005316274,0.005214755,0.004192078,0.004312662,0.003882078,0.003627479,0.003248253,0.003379432,0.002595368,0.003289146,0.002945806,0.002657157,0.002511268,0.002303831,0.002495525,0.002265751,0.002240672,0.001977328,0.001901733,0.001583404,0.001548986,0.001496528,0.001522541,0.001433949,0.001345497,0.001298216,0.0009603588,0.0009835457,0.001047966,0.000960713,0.000912442,0.0007771646,0.000741024,0.0006184385,0.0006418964,0.0005371034,0.000563346,0.0005830499,0.0005142065,0.0004161792,0.0004833457,0.0003864628,0.0003764133,0.0003681095,0.0002977606,0.0003119152,0.0002819084,0.0002802348,0.000275138,0.0002547696,0.0002294081,0.0002059757,0.0002080867,0.0002006307,0.0001823594,0.0001726981,0.000167275,0.0001641692,0.0001639394,0.000160404,0.0001451385,0.0001311175,0.0001336766,0.0001225017,0.0001308353,0.0001240798,0.0001225263,0.0001024446,0.0001277245,0.0001102881,8.494385E-05,9.444493E-05,8.090346E-05
193,2,0.3684397,0.3420647,0.3304729,0.3050576,0.2989953,0.2758917,0.2587178,0.2358327,0.2371328,0.2153008,0.2072072,0.1804322,0.152574,0.1407194,0.1430192,0.1334956,0.1211248,0.1127906,0.1104235,0.1041011,0.09855562,0.09767261,0.09007803,0.08275457,0.07925678,0.0752853,0.06756271,0.07076083,0.06559141,0.055376,0.05501643,0.05097999,0.05000064,0.04513705,0.04278088,0.03795588,0.03088754,0.02744327,0.0262308,0.02376644,0.02217416,0.02065797,0.01903892,0.01615274,0.01510885,0.01486149,0.01363465,0.01318192,0.01418695,0.01177365,0.01061229,0.01162785,0.00875719,0.01036264,0.009090578,0.00817966,0.00793905,0.006984956,0.006247014,0.006440971,0.00575356,0.005466862,0.005165921,0.005263438,0.004935673,0.003921319,0.004204615,0.003681747,0.003541388,0.0032142,0.00320999,0.002470226,0.003325886,0.002843165,0.002591307,0.002583879,0.002261229,0.002256445,0.002122399,0.002159502,0.001880649,0.001808954,0.00153134,0.001468362,0.001468617,0.001458637,0.001350531,0.001291333,0.001217986,0.0009689128,0.0009859529,0.0009943736,0.0009236804,0.000881798,0.0007482687,0.0007205294,0.0006058833,0.0006278509,0.0005152026,0.0005602883,0.0005349334,0.000480532,0.0004085253,0.0004361778,0.0003641308,0.0003530299,0.0003491581,0.0002952144,0.0002933566,0.0002805251,0.0002685167,0.0002437385,0.0002390424,0.0002250143,0.0002072962,0.0001893358,0.0002047812,0.0001750289,0.0001643486,0.0001616153,0.0001621735,0.000154517,0.0001599745,0.00014765,0.0001258653,0.0001271541,0.0001190719,0.0001278584,0.0001159959,0.0001134607,9.946147E-05,0.0001267507,0.0001046984,8.273112E-05,9.395665E-05
